,Pos,Titulo,Anio,url_peli,url,Puntos
209,10,Inland Empire,2006,/film/inland-empire/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,4
210,11,The Village,2004,/film/the-village/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,3
211,12,Secret Things,2002,/film/secret-things/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,3
212,13,Two Lovers,2008,/film/two-lovers/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,3
213,14,The Bridge of Arts,2004,/film/the-bridge-of-arts/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,3
214,15,Poppies and Sailboats,2001,/film/poppies-and-sailboats/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,3
215,16,"La Commune (Paris, 1871)",2000,/film/la-commune-paris-1871/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,2
216,17,Femme Fatale,2002,/film/femme-fatale/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,2
217,18,Colossal Youth,2006,/film/colossal-youth/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,2
218,19,Hollow Man,2000,/film/hollow-man/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,2
219,20,Miami Vice,2006,/film/miami-vice/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,2
220,21,*Corpus Callosum,2002,/film/corpus-callosum/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,1
221,22,Paper Landscape,2009,/film/paper-landscape/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,1
222,23,Elephant,2003,/film/elephant-2003/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,1
223,24,Rollerball,2002,/film/rollerball-2002/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,1
224,25,The Century of the Self,2002,/film/the-century-of-the-self/,https://letterboxd.com/pele_alvaro/list/tft2000s/detail,1
225,1,Avatar,2009,/film/avatar/,https://letterboxd.com/1999_sohu/list/tft2000s/detail,6
226,2,Tropical Malady,2004,/film/tropical-malady/,https://letterboxd.com/1999_sohu/list/tft2000s/detail,5
227,3,"As I Was Moving Ahead, Occasionally I Saw Brief Glimpses of Beauty",2000,/film/as-i-was-moving-ahead-occasionally-i-saw/,https://letterboxd.com/1999_sohu/list/tft2000s/detail,5
228,4,Spirited Away,2001,/film/spirited-away/,https://letterboxd.com/1999_sohu/list/tft2000s/detail,5
229,5,Millennium Mambo,2001,/film/millennium-mambo/,https://letterboxd.com/1999_sohu/list/tft2000s/detail,5
230,6,A.I. Artificial Intelligence,2001,/film/ai-artificial-intelligence/,https://letterboxd.com/1999_sohu/list/tft2000s/detail,4
