,Pos,Titulo,Anio,url_peli,url,Puntos
136,12,A Trip Down Market Street Before the Fire,1906,/film/a-trip-down-market-street-before-the-fire/,https://letterboxd.com/fraca1993/list/tft1919/detail,2
137,13,Workers Leaving the Lumière Factory,1895,/film/workers-leaving-the-lumiere-factory/,https://letterboxd.com/fraca1993/list/tft1919/detail,2
138,14,Panorama pendant l'ascension de la Tour Eiffel,1898,/film/panorama-pendant-lascension-de-la-tour-eiffel/,https://letterboxd.com/fraca1993/list/tft1919/detail,2
139,15,Demolition of a Wall,1896,/film/demolition-of-a-wall/,https://letterboxd.com/fraca1993/list/tft1919/detail,2
140,16,J'accuse,1919,/film/jaccuse-1919/,https://letterboxd.com/fraca1993/list/tft1919/detail,2
141,17,A Sea Cave Near Lisbon,1896,/film/a-sea-cave-near-lisbon/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
142,18,Launch of the 'Oceanic',1899,/film/launch-of-the-oceanic/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
143,19,A Man There Was,1917,/film/a-man-there-was/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
144,20,Steam Hammer,1904,/film/steam-hammer/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
145,21,"Monkeyshines, No. 1",1890,/film/monkeyshines-no-1/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
146,22,Panoramic View of Windsor Castle,1899,/film/panoramic-view-of-windsor-castle/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
147,23,New York Subway,1905,/film/new-york-subway/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
148,24,The Georgetown Loop,1901,/film/the-georgetown-loop-1901/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
149,25,Human Figure in Motion,1884,/film/human-figure-in-motion/,https://letterboxd.com/fraca1993/list/tft1919/detail,1
150,1,Intolerance: Love's Struggle Throughout the Ages,1916,/film/intolerance-loves-struggle-throughout-the-ages/,https://letterboxd.com/Ninotchka/list/tft1919/detail,5
151,2,"The Vampires or, The Arch Criminals of Paris",1915,/film/the-vampires-or-the-arch-criminals-of-paris/,https://letterboxd.com/Ninotchka/list/tft1919/detail,4
152,3,Broken Blossoms,1919,/film/broken-blossoms-1919/,https://letterboxd.com/Ninotchka/list/tft1919/detail,4
153,4,The President,1919,/film/the-president/,https://letterboxd.com/Ninotchka/list/tft1919/detail,4
154,5,Ingeborg Holm,1913,/film/ingeborg-holm/,https://letterboxd.com/Ninotchka/list/tft1919/detail,3
