Title,Year,Review
Fantasmagorie,1908,7 puntos con 5 menciones
Gertie the Dinosaur,1914,7 puntos con 5 menciones
Bucking Broadway,1917,7 puntos con 4 menciones
The Ornament of the Lovestruck Heart,1919,7 puntos con 4 menciones
Bocal aux poissons-rouges,1897,7 puntos con 3 menciones
Daydreams,1915,7 puntos con 3 menciones
Roald Amundsen's South Pole Expedition,1912,7 puntos con 3 menciones
South,1919,7 puntos con 3 menciones
The Cheat,1915,7 puntos con 3 menciones
A Romance of the Redwoods,1917,6 puntos con 4 menciones
Life of an American Fireman,1903,6 puntos con 4 menciones
The Cigarette,1919,6 puntos con 4 menciones
The Musketeers of Pig Alley,1912,6 puntos con 4 menciones
Baby's Meal,1895,6 puntos con 3 menciones
Panorama pris d'un ballon captif,1899,6 puntos con 3 menciones
Santa Lucia,1910,6 puntos con 3 menciones
'49–'17,1917,6 puntos con 2 menciones
Capybara Walking,1887,6 puntos con 2 menciones
Demolishing and Building Up the Star Theatre,1901,6 puntos con 2 menciones
Life in Holland,1911,6 puntos con 2 menciones
Stronger than Sherlock Holmes,1913,6 puntos con 2 menciones
The Mothering Heart,1913,6 puntos con 2 menciones
The Spiders - The Golden Sea,1919,6 puntos con 2 menciones
Warships at Sunset,1900,6 puntos con 2 menciones
Coney Island at Night,1905,5 puntos con 4 menciones
The Impossible Voyage,1904,5 puntos con 4 menciones
The Eclipse: Courtship of the Sun and Moon,1907,5 puntos con 3 menciones
The Wishing Ring: An Idyll of Old England,1914,5 puntos con 3 menciones
Gaucho Nobility,1915,5 puntos con 2 menciones
L'arroseur arrosé,1897,5 puntos con 2 menciones
Lancement d'un navire,1896,5 puntos con 2 menciones
Oil Gush Fire in Bibiheybat,1898,5 puntos con 2 menciones
The Astronomer's Dream,1898,5 puntos con 2 menciones
The Kiss,1882,5 puntos con 2 menciones
The Life and Passion of Jesus Christ,1903,5 puntos con 2 menciones
Down the Hudson,1903,5 puntos con 1 menciones
Neuropathology,1908,5 puntos con 1 menciones
The Poor Little Rich Girl,1917,5 puntos con 1 menciones
Filibus,1915,4 puntos con 4 menciones
Grandma's Reading Glass,1900,4 puntos con 3 menciones
How a Mosquito Operates,1912,4 puntos con 3 menciones
Kid Auto Races at Venice,1914,4 puntos con 3 menciones
Sallie Gardner at a Gallop,1878,4 puntos con 3 menciones
The Cook,1918,4 puntos con 3 menciones
The Fire,1916,4 puntos con 3 menciones
Death's Marathon,1913,4 puntos con 2 menciones
Fantômas: In the Shadow of the Guillotine,1913,4 puntos con 2 menciones
Human Figure in Motion,1884,4 puntos con 2 menciones
"Sortie de la briqueterie Meffre et Bourgoin, à Hanoï",1899,4 puntos con 2 menciones
The Bank,1915,4 puntos con 2 menciones
The Broken Butterfly,1919,4 puntos con 2 menciones
When the Clouds Roll By,1919,4 puntos con 2 menciones
A Trip to Mars,1918,4 puntos con 1 menciones
Barrabas,1919,4 puntos con 1 menciones
Electrocuting an Elephant,1903,4 puntos con 1 menciones
Hunting the Panther,1909,4 puntos con 1 menciones
Kino-week,1918,4 puntos con 1 menciones
"Panorama View, Street Car Motor Room",1904,4 puntos con 1 menciones
Panorama of Machine Co. Aisle,1904,4 puntos con 1 menciones
Pedestrian Love,1914,4 puntos con 1 menciones
Seeing New York by Yacht,1903,4 puntos con 1 menciones
Tepeyac,1917,4 puntos con 1 menciones
The Last Indian Attack,1918,4 puntos con 1 menciones
The Little Girl and Her Cat,1899,4 puntos con 1 menciones
The Whispering Chorus,1918,4 puntos con 1 menciones
Wild Birds in Their Haunts,1909,4 puntos con 1 menciones
A Modern Musketeer,1917,3 puntos con 2 menciones
A Romance of Happy Valley,1919,3 puntos con 2 menciones
A Sea Cave Near Lisbon,1896,3 puntos con 2 menciones
A Trip Down Market Street Before the Fire,1906,3 puntos con 2 menciones
A Trip to Jupiter,1909,3 puntos con 2 menciones
Children of the Age,1915,3 puntos con 2 menciones
David Harum,1915,3 puntos con 2 menciones
Female Rivals,1906,3 puntos con 2 menciones
Love Everlasting,1913,3 puntos con 2 menciones
Madame DuBarry,1919,3 puntos con 2 menciones
"The Execution of Mary, Queen of Scots",1895,3 puntos con 2 menciones
The Grey Automobile,1919,3 puntos con 2 menciones
The Italian,1915,3 puntos con 2 menciones
The Mystery of the Rocks of Kador,1912,3 puntos con 2 menciones
The Red Spectre,1907,3 puntos con 2 menciones
A Storm at Sea,1900,3 puntos con 1 menciones
Children of Eve,1915,3 puntos con 1 menciones
Déchargement d’un navire,1896,3 puntos con 1 menciones
Falling Cat,1894,3 puntos con 1 menciones
Four Warships in Rough Seas,1900,3 puntos con 1 menciones
Je Vous Aime,1891,3 puntos con 1 menciones
L'Homme Machine,1885,3 puntos con 1 menciones
Mineral El Teniente,1919,3 puntos con 1 menciones
Ostrich Running,1887,3 puntos con 1 menciones
Panorama Exterior Westinghouse Works,1904,3 puntos con 1 menciones
Panoramic View of the Morecambe Sea Front,1901,3 puntos con 1 menciones
"Panoramic View, Aisle B, Westinghouse Works",1904,3 puntos con 1 menciones
Prinsesse Elena,1913,3 puntos con 1 menciones
Rituais e Festas Bororo,1916,3 puntos con 1 menciones
Spring,1909,3 puntos con 1 menciones
The Bargain,1914,3 puntos con 1 menciones
The Carrot Caterpillar,1911,3 puntos con 1 menciones
The Enchanted Spectacles,1909,3 puntos con 1 menciones
The Fall of Troy,1911,3 puntos con 1 menciones
The Hairdresser,1905,3 puntos con 1 menciones
The Little Match Seller,1902,3 puntos con 1 menciones
The Return of Draw Egan,1916,3 puntos con 1 menciones
Tunneling the English Channel,1907,3 puntos con 1 menciones
Victory,1919,3 puntos con 1 menciones
When Little Lindy Sang,1916,3 puntos con 1 menciones
Workers Exit from the Confiança Shirt Factory,1896,3 puntos con 1 menciones
Литературно-инструкторский агитпароход ВЦиК «Красная Звезда»,1919,3 puntos con 1 menciones
Barcelona by Tram,1908,2 puntos con 2 menciones
Blue Blood,1914,2 puntos con 2 menciones
Child Bringing Bouquet to Woman,1887,2 puntos con 2 menciones
Civilization,1916,2 puntos con 2 menciones
Frankenstein,1910,2 puntos con 2 menciones
I Don't Want to Be a Man,1918,2 puntos con 2 menciones
Irish Mail – L.& N.W. Railway – Taking up Water at Full Speed,1898,2 puntos con 2 menciones
La Morte Che Assolve,1918,2 puntos con 2 menciones
Launch of the 'Oceanic',1899,2 puntos con 2 menciones
Little Nemo,1911,2 puntos con 2 menciones
Poor Pierrot,1892,2 puntos con 2 menciones
Roundhay Garden Scene,1888,2 puntos con 2 menciones
"The Birth, the Life and the Death of Christ",1906,2 puntos con 2 menciones
The Queen of Spades,1916,2 puntos con 2 menciones
The Tenth Symphony,1918,2 puntos con 2 menciones
'Til After Her Death,1916,2 puntos con 1 menciones
A Revolutionary,1917,2 puntos con 1 menciones
A Tin-Type Romance,1910,2 puntos con 1 menciones
Atlantis,1913,2 puntos con 1 menciones
Boys Playing Leapfrog: Side View,1887,2 puntos con 1 menciones
Chickens Scared by Torpedo,1887,2 puntos con 1 menciones
"Constantinople, panorama des rives du Bosphore",1897,2 puntos con 1 menciones
Damn the War,1914,2 puntos con 1 menciones
Dr. Jekyll and Mr. Hyde,1912,2 puntos con 1 menciones
Exhumation of the Remains of Sergius of Radonezh,1919,2 puntos con 1 menciones
Girls Taking Time Checks,1904,2 puntos con 1 menciones
History of a Crime,1901,2 puntos con 1 menciones
Impressions of Spain,1910,2 puntos con 1 menciones
Joan the Woman,1916,2 puntos con 1 menciones
Juan sin Ropa,1919,2 puntos con 1 menciones
Kuleshov Effect,1919,2 puntos con 1 menciones
Les mines de charbon de Hon Gay,1899,2 puntos con 1 menciones
Man's Calling,1912,2 puntos con 1 menciones
Max Takes Tonics,1911,2 puntos con 1 menciones
Panorama pendant l'ascension de la Tour Eiffel,1898,2 puntos con 1 menciones
"Petites causes, grands effets!",1912,2 puntos con 1 menciones
Pierrette's Escapades,1900,2 puntos con 1 menciones
Pistol Duel,1896,2 puntos con 1 menciones
Preservation of the Sign Language,1913,2 puntos con 1 menciones
Santa,1918,2 puntos con 1 menciones
Scene from the Elevator Ascending Eiffel Tower,1900,2 puntos con 1 menciones
Serpentine Dance,1900,2 puntos con 1 menciones
The Ascent of the Matterhorn (1912),1912,2 puntos con 1 menciones
The Brain of Soviet Russia,1919,2 puntos con 1 menciones
The Devil in a Convent,1899,2 puntos con 1 menciones
The Devil's Assistant,1917,2 puntos con 1 menciones
The Fat and Lean Wrestling Match,1900,2 puntos con 1 menciones
The Film Prima Donna,1913,2 puntos con 1 menciones
The Girl Behind the Counter,1911,2 puntos con 1 menciones
The Grasshopper and the Ant,1913,2 puntos con 1 menciones
The Heart and the Money,1912,2 puntos con 1 menciones
The Little Match Girl,1914,2 puntos con 1 menciones
The Man with Wax Faces,1914,2 puntos con 1 menciones
The Other Half,1919,2 puntos con 1 menciones
The Oval Portrait,1910,2 puntos con 1 menciones
The Palace of the Arabian Nights,1905,2 puntos con 1 menciones
The Race for the Sausage,1907,2 puntos con 1 menciones
The Silent Man,1917,2 puntos con 1 menciones
The Vagabond,1916,2 puntos con 1 menciones
The Wings,1916,2 puntos con 1 menciones
The Wrath of the Gods,1914,2 puntos con 1 menciones
Tragic Error,1913,2 puntos con 1 menciones
What Is Seen Through a Keyhole,1901,2 puntos con 1 menciones
Workers Repairing a Sidewalk with Bitumen,1898,2 puntos con 1 menciones
Young Romance,1915,2 puntos con 1 menciones
A Feud in the Kentucky Hills,1912,1 puntos con 1 menciones
A Fool There Was,1915,1 puntos con 1 menciones
A Free Ride,1915,1 puntos con 1 menciones
A Life for a Life,1916,1 puntos con 1 menciones
A Panicky Picnic,1909,1 puntos con 1 menciones
A Recruit from 64,1910,1 puntos con 1 menciones
"Alfred Butterworth and Sons, Glebe Mills, Hollinwood",1901,1 puntos con 1 menciones
Annabelle Serpentine Dance,1895,1 puntos con 1 menciones
Attack on a China Mission,1900,1 puntos con 1 menciones
Back Stage,1919,1 puntos con 1 menciones
Behind the Screen,1916,1 puntos con 1 menciones
Caicedo (with Pole),1894,1 puntos con 1 menciones
Carmen,1915,1 puntos con 1 menciones
Chrysanthemums,1914,1 puntos con 1 menciones
Daisy Doodad's Dial,1914,1 puntos con 1 menciones
"Death Jump off the Eiffel Tower: Paris, France",1912,1 puntos con 1 menciones
Dickson Experimental Sound Film,1894,1 puntos con 1 menciones
Dr. Macintyre's X-Ray Film,1896,1 puntos con 1 menciones
Dream of a Rarebit Fiend,1906,1 puntos con 1 menciones
Eerie Tales,1919,1 puntos con 1 menciones
El drama del 15 de octubre,1915,1 puntos con 1 menciones
El pañuelo de Clarita,1919,1 puntos con 1 menciones
Execution of Czolgosz with Panorama of Auburn Prison,1901,1 puntos con 1 menciones
Exemplo Regenerador,1919,1 puntos con 1 menciones
Father Sergius,1918,1 puntos con 1 menciones
Floral Frameworks,1910,1 puntos con 1 menciones
From Hand to Mouth,1919,1 puntos con 1 menciones
Grand Display of Brock's Fireworks at the Crystal Palace,1904,1 puntos con 1 menciones
Hearts and Flowers,1919,1 puntos con 1 menciones
How Monsieur Takes His Bath,1903,1 puntos con 1 menciones
How to Make Movies,1918,1 puntos con 1 menciones
King of Dollars,1905,1 puntos con 1 menciones
L'X Noir,1915,1 puntos con 1 menciones
Lay Down Your Arms!,1914,1 puntos con 1 menciones
Le homard,1913,1 puntos con 1 menciones
Le pittoresche cascate d'Italia,1912,1 puntos con 1 menciones
Maple Leaf Viewing,1899,1 puntos con 1 menciones
Matsumoto Fragment,1907,1 puntos con 1 menciones
Max Learns to Skate,1907,1 puntos con 1 menciones
Max Speaks English,1914,1 puntos con 1 menciones
Max's Vacation,1914,1 puntos con 1 menciones
Miseries of the Needle,1914,1 puntos con 1 menciones
My Brother Is Coming,1919,1 puntos con 1 menciones
Nerves,1919,1 puntos con 1 menciones
On the Barricade,1907,1 puntos con 1 menciones
"Panorama of Grand Harbour, Malta, Showing Battleships, Etc.",1901,1 puntos con 1 menciones
Panoramic View of Windsor Castle,1899,1 puntos con 1 menciones
Passage d'un tunnel en chemin de fer,1898,1 puntos con 1 menciones
Police,1916,1 puntos con 1 menciones
Rabbits,1893,1 puntos con 1 menciones
Retour d’une promenade en mer,1896,1 puntos con 1 menciones
Rochers de la vierge (Biarritz),1896,1 puntos con 1 menciones
Skeleton of Horse,1881,1 puntos con 1 menciones
Steam Hammer,1904,1 puntos con 1 menciones
Sunnyside,1919,1 puntos con 1 menciones
Tango Tangles,1914,1 puntos con 1 menciones
The 47 Loyal Ronin,1911,1 puntos con 1 menciones
The Abyss,1910,1 puntos con 1 menciones
The Adventurer,1917,1 puntos con 1 menciones
The Airship Destroyer,1909,1 puntos con 1 menciones
The Black Dream,1911,1 puntos con 1 menciones
The Black Imp,1905,1 puntos con 1 menciones
The Conquest of the Pole,1912,1 puntos con 1 menciones
The Count,1916,1 puntos con 1 menciones
The Curse of Greed,1914,1 puntos con 1 menciones
The Dancing Pig,1907,1 puntos con 1 menciones
The Deluge,1911,1 puntos con 1 menciones
The Diabolic Tenant,1909,1 puntos con 1 menciones
The Dinosaur and the Missing Link: A Prehistoric Tragedy,1915,1 puntos con 1 menciones
The Double Incarnation of William Sheep,1913,1 puntos con 1 menciones
The Dream Lady,1918,1 puntos con 1 menciones
The Evidence of the Film,1913,1 puntos con 1 menciones
The Eyes of the Mummy,1918,1 puntos con 1 menciones
The Georgetown Loop,1901,1 puntos con 1 menciones
The Girl Without a Soul,1917,1 puntos con 1 menciones
The Gold Spider,1908,1 puntos con 1 menciones
The Golem,1915,1 puntos con 1 menciones
The Haunted Castle,1896,1 puntos con 1 menciones
The Innocence of Lizette,1916,1 puntos con 1 menciones
The Irresistible Piano,1907,1 puntos con 1 menciones
The Italian War at 3000m up the Adamello,1916,1 puntos con 1 menciones
The Land Beyond the Sunset,1912,1 puntos con 1 menciones
The Lonedale Operator,1911,1 puntos con 1 menciones
The Man with the Rubber Head,1901,1 puntos con 1 menciones
The Mermaid,1904,1 puntos con 1 menciones
The Mountaineer's Honor,1909,1 puntos con 1 menciones
The Pilgrim,1916,1 puntos con 1 menciones
The Portrait of Captain Grogg,1917,1 puntos con 1 menciones
The Railway of Death,1912,1 puntos con 1 menciones
The Rosary,1913,1 puntos con 1 menciones
The Sinking of the Lusitania,1918,1 puntos con 1 menciones
The Sprinkler Sprinkled,1895,1 puntos con 1 menciones
The Virginian,1914,1 puntos con 1 menciones
The War and the Dream of Momi,1917,1 puntos con 1 menciones
Unmasked,1917,1 puntos con 1 menciones
Wagon Tracks,1919,1 puntos con 1 menciones
Work,1915,1 puntos con 1 menciones
