,Pos,Titulo,Anio,url,Puntos
2188,12,Flames,1978,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,2
2189,13,Los Angeles Plays Itself,2003,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,2
2190,14,Enamorada,1946,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,2
2191,15,Anybody's Woman,1981,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,2
2192,16,The Cool World,1963,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,2
2193,17,The Purchase Price,1932,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2194,18,Tokyo Profile,1953,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2195,19,Le Tempestaire,1947,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2196,20,Love Streams,1984,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2197,21,Blind Spot,1981,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2198,22,Simone Barbès or Virtue,1980,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2199,23,Evolution of a Filipino Family,2004,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2200,24,El campo para el hombre,1975,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2201,25,Record of a Tenement Gentleman,1947,https://letterboxd.com/Aelitademarte/list/top-filmtuiter/detail,1
2202,1,Drugstore Romance,1979,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,5
2203,2,Simone Barbès or Virtue,1980,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,4
2204,3,Two Cents Worth of Hope,1952,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,4
2205,4,Days of Hope,1939,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,4
2206,5,Heaven's Gate,1980,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,3
2207,6,Flames,1978,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,3
2208,7,Benilde or the Virgin Mother,1975,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,3
2209,8,Céline,1992,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,3
2210,9,Winchester '73,1950,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,3
2211,10,Good Morning,1959,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,2
2212,11,Day of the Outlaw,1959,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,2
2213,12,The Traitor,2019,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,2
2214,13,Secret Defense,1998,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,2
2215,14,The Mirage,1992,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,2
2216,15,Trouble in Paradise,1932,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,2
2217,16,Running on Karma,2003,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,2
2218,17,Smiles of a Summer Night,1955,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2219,18,Beggars of Life,1928,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2220,19,Little Lise,1930,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2221,20,Terror in a Texas Town,1958,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2222,21,The Story of Piera,1983,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2223,22,Kiss Me Deadly,1955,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2224,23,Notes of an Itinerant Performer,1941,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2225,24,Blaise Pascal,1972,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2226,25,Le Trou,1960,https://letterboxd.com/novistenada/list/top-filmtuiter/detail,1
2227,1,The Tree of Life,2011,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,5
2228,2,Captain Kronos: Vampire Hunter,1974,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,4
2229,3,The Stone Tape,1972,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,4
2230,4,The Blood Spattered Bride,1972,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,4
2231,5,The Blackcoat's Daughter,2015,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,3
2232,6,The Lords of Salem,2012,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,3
2233,7,A Dark Song,2016,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,3
2234,8,The Whip and the Body,1963,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,3
2235,9,The Poughkeepsie Tapes,2007,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,3
2236,10,Lake Mungo,2008,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,2
2237,11,The Abominable Dr. Phibes,1971,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,2
2238,12,Trás-os-Montes,1976,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,2
2239,13,He Who Gets Slapped,1924,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,2
2240,14,Zero Dark Thirty,2012,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,2
2241,15,Kuroneko,1968,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,2
2242,16,The Company of Wolves,1984,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,2
2243,17,City Girl,1930,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2244,18,The House Is Black,1963,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2245,19,The Headless Woman,2008,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2246,20,Judex,1963,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2247,21,The Shadow of Chikara,1977,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2248,22,Performance,1970,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2249,23,The Norliss Tapes,1973,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2250,24,The Ascent,1977,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2251,25,Trouble Every Day,2001,https://letterboxd.com/CaLlope/list/top-filmtuiter/detail,1
2252,1,Once Upon a Time… in Hollywood,2019,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,5
2253,2,Mulholland Drive,2001,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,4
2254,3,Vertigo,1958,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,4
2255,4,Brazil,1985,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,4
2256,5,La Ciénaga,2001,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,3
2257,6,Scream,1996,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,3
2258,7,Eyes Wide Shut,1999,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,3
2259,8,Sans Soleil,1983,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,3
2260,9,Sunset Boulevard,1950,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,3
2261,10,Taxi Driver,1976,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,2
2262,11,Annie Hall,1977,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,2
2263,12,Meshes of the Afternoon,1943,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,2
2264,13,Persona,1966,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,2
2265,14,The Graduate,1967,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,2
2266,15,The Third Man,1949,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,2
2267,16,In the Mood for Love,2000,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,2
2268,17,Rosemary's Baby,1968,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2269,18,Close-Up,1990,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2270,19,Ran,1985,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2271,20,The Trial,1962,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2272,21,Embrace of the Serpent,2015,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2273,22,3 Women,1977,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2274,23,Ghost Dog: The Way of the Samurai,1999,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2275,24,The Cabinet of Dr. Caligari,1920,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2276,25,Apocalypse Now,1979,https://letterboxd.com/Boris55/list/top-filmtuiter/detail,1
2277,1,The Life and Death of Colonel Blimp,1943,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,5
2278,2,Doctor Zhivago,1965,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,4
2279,3,Back to the Future,1985,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,4
2280,4,Sullivan's Travels,1941,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,4
2281,5,Ferris Bueller's Day Off,1986,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,3
2282,6,Boogie Nights,1997,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,3
2283,7,Groundhog Day,1993,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,3
2284,8,Back Street,1932,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,3
2285,9,Who Framed Roger Rabbit,1988,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,3
2286,10,Body Double,1984,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,2
2287,11,Zodiac,2007,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,2
2288,12,Home from the Hill,1960,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,2
2289,13,Easy A,2010,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,2
2290,14,The Last Picture Show,1971,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,2
2291,15,The Place Beyond the Pines,2012,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,2
2292,16,The Rules of Attraction,2002,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,2
2293,17,Chinatown,1974,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2294,18,There's Always Tomorrow,1955,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2295,19,The Purple Rose of Cairo,1985,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2296,20,Scarlet Street,1945,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2297,21,The Leopard,1963,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2298,22,A Brighter Summer Day,1991,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2299,23,Rear Window,1954,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2300,24,Fanny and Alexander,1983,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2301,25,Under the Silver Lake,2018,https://letterboxd.com/davidpardi97/list/top-filmtuiter/detail,1
2302,1,The Mother and the Whore,1973,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,5
2303,2,Punch-Drunk Love,2002,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,4
2304,3,Two-Lane Blacktop,1971,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,4
2305,4,Stranger Than Paradise,1984,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,4
2306,5,The Passion of Joan of Arc,1928,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,3
2307,6,A Moment of Innocence,1996,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,3
2308,7,Signs,2002,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,3
2309,8,Anatomy of a Murder,1959,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,3
2310,9,"Sherlock, Jr.",1924,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,3
2311,10,Speed Racer,2008,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,2
2312,11,Pierrot le Fou,1965,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,2
2313,12,Inside Llewyn Davis,2013,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,2
2314,13,The Best Years of Our Lives,1946,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,2
2315,14,Twin Peaks: Fire Walk with Me,1992,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,2
2316,15,Elephant,1989,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,2
2317,16,Johnny Guitar,1954,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,2
2318,17,The Blues Brothers,1980,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2319,18,New Rose Hotel,1998,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2320,19,Too Early / Too Late,1981,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2321,20,Raising Cain,1992,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2322,21,We're All Going to the World's Fair,2021,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2323,22,The Seventh Victim,1943,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2324,23,The Tall T,1957,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2325,24,Judex,1963,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2326,25,Tim and Eric's Billion Dollar Movie,2012,https://letterboxd.com/pezespada/list/top-filmtuiter/detail,1
2327,1,The Death of Maria Malibran,1972,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,5
2328,2,Imitation of Life,1959,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,4
2329,3,The Young Girls of Rochefort,1967,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,4
2330,4,Son nom de Venise dans Calcutta désert,1976,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,4
2331,5,Boom!,1968,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,3
2332,6,Puce Moment,1949,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,3
2333,7,In a Year with 13 Moons,1978,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,3
2334,8,Late Spring,1949,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,3
2335,9,The Women,1939,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,3
2336,10,Golden Eighties,1986,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,2
2337,11,Stella Dallas,1937,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,2
2338,12,The Good Fairy,1935,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,2
2339,13,Back Street,1932,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,2
2340,14,Femmes femmes,1974,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,2
2341,15,Frisco Jenny,1932,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,2
2342,16,The Eternal Breasts,1955,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,2
2343,17,The Goddesses,1972,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2344,18,Ludwig,1973,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2345,19,Yearning,1964,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2346,20,Summertime,1955,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2347,21,"Up, Down, Fragile",1995,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2348,22,The Hole,1998,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2349,23,Salomé,1976,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2350,24,3 Women,1977,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2351,25,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,1972,https://letterboxd.com/Davi_1966/list/top-filmtuiter/detail,1
2352,1,2001: A Space Odyssey,1968,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,5
2353,2,Seven Samurai,1954,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,4
2354,3,Ran,1985,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,4
2355,4,Kwaidan,1964,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,4
2356,5,Apocalypse Now,1979,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,3
2357,6,Pather Panchali,1955,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,3
2358,7,Vertigo,1958,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,3
2359,8,Alien,1979,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,3
2360,9,Woman in the Dunes,1964,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,3
2361,10,The Music Room,1958,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,2
2362,11,12 Angry Men,1957,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,2
2363,12,The Tree of Life,2011,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,2
2364,13,The Passion of Joan of Arc,1928,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,2
2365,14,The Wages of Fear,1953,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,2
2366,15,Ikiru,1952,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,2
2367,16,Once Upon a Time in the West,1968,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,2
2368,17,The Man Who Shot Liberty Valance,1962,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2369,18,"Paris, Texas",1984,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2370,19,The Seventh Seal,1957,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2371,20,Paths of Glory,1957,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2372,21,Charulata,1964,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2373,22,The Virgin Spring,1960,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2374,23,Sansho the Bailiff,1954,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2375,24,Stalker,1979,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2376,25,The Human Condition III: A Soldier's Prayer,1961,https://letterboxd.com/dgmaciejewski/list/top-filmtuiter/detail,1
2377,1,L'Atalante,1934,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,5
2378,2,La Roue,1923,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,4
2379,3,Gertrud,1964,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,4
2380,4,Floating Clouds,1955,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,4
2381,5,Late Autumn,1960,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,3
2382,6,The Childhood of Maxim Gorky,1938,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,3
2383,7,The Crowd,1928,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,3
2384,8,7th Heaven,1927,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,3
2385,9,Sunrise: A Song of Two Humans,1927,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,3
2386,10,Ray of Sunshine,1933,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,2
2387,11,7 Women,1966,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,2
2388,12,The Eternal Breasts,1955,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,2
2389,13,A Brighter Summer Day,1991,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,2
2390,14,Love Is a Many-Splendored Thing,1955,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,2
2391,15,Other Men's Women,1931,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,2
2392,16,Tea and Sympathy,1956,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,2
2393,17,To Be or Not to Be,1942,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2394,18,Mamma Roma,1962,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2395,19,Poem of the Sea,1958,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2396,20,The Love of a Woman,1953,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2397,21,Eight Hours Don’t Make a Day,1972,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2398,22,Doomed Love,1978,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2399,23,The River,1951,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2400,24,Love in the Afternoon,1972,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2401,25,The Deep Blue Sea,2011,https://letterboxd.com/RachelMyGod/list/top-filmtuiter/detail,1
2402,1,Ordet,1955,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,5
2403,2,The Man Who Shot Liberty Valance,1962,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,4
2404,3,Broadcast News,1987,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,4
2405,4,City Lights,1931,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,4
2406,5,Intolerance: Love's Struggle Throughout the Ages,1916,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,3
2407,6,Laura,1944,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,3
2408,7,The Magnificent Ambersons,1942,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,3
2409,8,The Philadelphia Story,1940,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,3
2410,9,All About My Mother,1999,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,3
2411,10,Young Mr. Lincoln,1939,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,2
2412,11,The Shop Around the Corner,1940,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,2
2413,12,The Bad and the Beautiful,1952,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,2
2414,13,All About Eve,1950,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,2
2415,14,Red River,1948,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,2
2416,15,Winter Light,1963,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,2
2417,16,What Ever Happened to Baby Jane?,1962,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,2
2418,17,Shadow of a Doubt,1943,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2419,18,Pale Rider,1985,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2420,19,Winchester '73,1950,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2421,20,8½,1963,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2422,21,Jackie Brown,1997,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2423,22,The Age of Innocence,1993,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2424,23,Day of the Dead,1985,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2425,24,Contempt,1963,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2426,25,Obsession,1976,https://letterboxd.com/pablo_munyoz/list/top-filmtuiter/detail,1
2427,1,She Wore a Yellow Ribbon,1949,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,5
2428,2,L'Atalante,1934,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,4
2429,3,The Tales of Hoffmann,1951,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,4
2430,4,The Inner Scar,1972,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,4
2431,5,I'd Climb the Highest Mountain,1951,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,3
2432,6,Run for Cover,1955,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,3
2433,7,Miami Vice,2006,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,3
2434,8,Lancelot of the Lake,1974,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,3
2435,9,Scenes from Under Childhood,1970,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,3
2436,10,Othon,1970,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,2
2437,11,Island of Loves,1982,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,2
2438,12,A Time to Love and a Time to Die,1958,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,2
2439,13,Heaven's Gate,1980,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,2
2440,14,Nightfall,1956,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,2
2441,15,Love at Sea,1964,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,2
2442,16,Speed Racer,2008,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,2
2443,17,The Happening,2008,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2444,18,Illuminated Texts,1982,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2445,19,Cloak and Dagger,1946,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2446,20,Les Girls,1957,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2447,21,Romancing in Thin Air,2012,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2448,22,L'Inhumaine,1924,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2449,23,An American Romance,1944,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2450,24,Halloween II,2009,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2451,25,The Second Journey (To Uluru),1981,https://letterboxd.com/Thomkeaton/list/top-filmtuiter-1/detail,1
2452,1,Brief Encounter,1945,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,5
2453,2,All That Heaven Allows,1955,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,4
2454,3,Wavelength,1967,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,4
2455,4,Modern Times,1936,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,4
2456,5,One Hundred Children Waiting for a Train,1988,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,3
2457,6,Golden Eighties,1986,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,3
2458,7,Jumping,1984,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,3
2459,8,Too Early / Too Late,1981,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,3
2460,9,Ordet,1955,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,3
2461,10,Fake Fruit Factory,1986,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,2
2462,11,Twenty Years Later,1984,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,2
2463,12,Duck Amuck,1953,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,2
2464,13,Mikey and Nicky,1976,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,2
2465,14,Eight Hours Don’t Make a Day,1972,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,2
2466,15,Enamorada,1946,https://letterboxd.com/Hectorog/list/top-filmtuiter/detail,2
