Votos;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Casting;Guion;Montaje;DOP;Resumen
2;582873;Martin Eden;10.35;7.018;2019;129;France;Italiano;3800000;1681545;['Romance', 'Drama'];['Pietro Marcello'];['Luca Marinelli', 'Jessica Cressy', 'Vincenzo Nemolato', 'Marco Leonardi', 'Elisabetta Valgoi', 'Pietro Ragusa', 'Carlo Cecchi', 'Aniello Arena', 'Chiara Francini', 'Rinat Khismatouline', 'Lana Vlady', 'Diego Sepe', 'Gaetano Bruno', 'Franco Pinelli', 'Giustiniano Alpi', 'Vincenza Modica', 'Maurizio Donadoni', 'Carmen Pommella', 'Edoardo Sorgente', 'Sergio Longobardi', 'Denise Sardisco'];[];['Aline Hervé', 'Fabrizio Federico'];['Alessandro Abate', 'Francesco Di Giacomo'];The tale of an individualist proletarian in a time marked by the rise of mass political movements. In early 20th-century Italy, illiterate sailor Martin Eden seeks fame as a writer while torn between the love of a bourgeois girl and allegiance to his social class.
2;567264;Maya;0.6;0.0;1979;93;France;No Language;0;0;[];['Teo Hernández'];['Parvaneh Navaï'];[];[];[];Hymn to nature, song to the cosmos, Mâyâ builds a world where the camera generates a new type of representation in which the depth of field is reduced to the essential. Everything happens, in a way, on the same surface. – Gérard Courant
2;11423;Memories of Murder;20.749;8.067;2003;131;South Korea;한국어/조선말;2800000;26000000;['Crime', 'Drama', 'Thriller'];['Bong Joon-ho'];['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roi-ha', 'Song Jae-ho', 'Park Hae-il', 'Go Seo-hee', 'Ryu Tae-ho', 'Park No-shik', 'Choi Jong-ryul', 'Jeon Mi-seon', 'Byun Hee-bong', 'Yoon Ga-hyun', 'Jung In-sun', 'Seo Young-hwa', 'Woo Go-na', 'Shin Dong-hwan', 'Lee Jae-eung', 'Yoo Seung-mok', 'Baek Bong-ki', 'Choi Hyeon-gi', 'Kwon Hyeok-Pung', 'Jo Deok-jae', 'Jo Moon-ee', 'Ha-kyeong Kim', 'Kim Joo-ryoung', 'Kwon Byung-gil', 'Lee Dong-yong', 'Oh Yong', 'Park Jin-woo', 'Son Jin-hwan', 'Park Tae-kyeong', 'Son Kang-gook', 'Son Jin-ho', 'Shim Sung-bo', 'Park Hyun-young', 'Lee Kang-san', 'Shin Woon-seob', 'Yeom Hye-ran', 'Shin Hyun-jong', 'Lee Da-il'];[];['Kim Sun-min'];['Kim Hyung-koo'];1986 Gyunggi Province. The body of a young woman is found brutally raped and murdered. Two months later, a series of rapes and murders commences under similar circumstances. And in a country that had never known such crimes, the dark whispers about a serial murderer grow louder. A special task force is set up in the area, with two local detectives Park Doo-Man and Jo Young-Goo joined by a detective from Seoul who requested to be assigned to the case.
2;19;Metropolis;15.388;8.17;1927;149;Germany;No Language;1300000;650422;['Drama', 'Science Fiction'];['Fritz Lang'];['Gustav Fröhlich', 'Brigitte Helm', 'Alfred Abel', 'Rudolf Klein-Rogge', 'Theodor Loos', 'Fritz Rasp', 'Erwin Biswanger', 'Heinrich George', 'Fritz Alberti', 'Grete Berger', 'Olly Boeheim', 'Heinrich Gotho', 'Gottfried Huppertz', 'Georg John', 'Margarete Lanner', 'Rose Lichtenstein', 'Hanns Leo Reich', 'Arthur Reinhardt', 'Curt Siodmak', 'Henrietta Siodmak', 'Olaf Storm', 'Rolf von Goth', 'Helen von Münchofen', 'Helene Weigel'];['Fritz Lang', 'Thea von Harbou'];['Fritz Lang'];['Karl Freund', 'Günther Rittau', 'Walter Ruttmann'];In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.
2;126402;Milestones;0.617;6.4;1975;195;United States of America;English;0;0;['Documentary', 'Drama'];['Robert Kramer', 'John Douglas'];['Mary Chapelle', 'Sharon Krebs', 'Jim Nolfi', 'Grace Paley', 'Elizabeth Dear', 'Bobby Büchler', 'Paul Zimet', 'Susie Solf', 'David C. Stone', 'Joe Stork'];[];['Robert Kramer', 'John Douglas'];['Robert Kramer', 'John Douglas', 'Barbara Stone'];A portrait of those individuals who sought radical solutions to social problems in the United States during the 1960s and 1970s. Cutting back and forth between six major story lines and more than fifty characters. Exploring the lifestyles and attitudes of the American left during the period following the Vietnam War.
2;46043;Miss Oyu;3.998;7.0;1951;94;Japan;日本語;0;0;['Drama'];['Kenji Mizoguchi'];['Kinuyo Tanaka', 'Nobuko Otowa', 'Yûji Hori', 'Kiyoko Hirai', 'Reiko Kongō', 'Eijirō Yanagi', 'Eitarō Shindō', 'Kanae Kobayashi', 'Fumihiko Yokoyama', 'Jun Fujikawa', 'Sôji Shibata', 'Inosuke Kuhara', 'Ayuko Fujishiro', 'Shōzō Nanbu', 'Midori Komatsu', 'Sachiko Soma'];['Yoshikata Yoda'];['Mitsuzô Miyata'];['Kazuo Miyagawa'];Shinnosuke is introduced to Shizu as a prospective marriage partner, but he falls in love with her widowed sister Oyu. Convention forbids Oyu to marry because she has to raise her son as the head of her husband's family. Oyu convinces Shinnosuke and Shizu to marry so that she can remain close to Shinnosuke.
2;56978;Misunderstood;3.511;7.6;1967;105;Italy;English;0;0;['Drama'];['Luigi Comencini'];['Anthony Quayle', 'Stefano Colagrande', 'Simone Giannozzi', 'John Sharp', 'Adriana Facchetti', 'Rino Benini', 'Giorgia Moll', 'Graziella Granata', 'Silla Bettini'];[];['Nino Baragli'];['Armando Nannuzzi'];Andrew's brave front convinces his father that he is unaffected by his mother's death. Playmate and protector of his little brother Miles, he is often blamed when mischief goes wrong. Only when tragedy strikes does his father recognize Andrew's true qualities.
2;185819;Mobile Men;0.872;6.0;2008;4;Thailand;ภาษาไทย;0;0;['Documentary'];['Apichatpong Weerasethakul'];['Jaai Loongsu', 'Nitipong Thinthupthai'];[];['Apichatpong Weerasethakul'];[];A joyful shot recorded by Weerasethakul himself and two young men who become acquainted by filming each other in the back of a moving pickup truck. Though seemingly playful, the short film is a subtle portrait of migrant workers in the north of Thailand.
2;265177;Mommy;12.53;8.276;2014;138;Canada;Français;4900000;3494070;['Drama'];['Xavier Dolan'];['Anne Dorval', 'Antoine Olivier Pilon', 'Suzanne Clément', 'Alexandre Goyette', 'Michèle Lituac', 'Viviane Pacal', 'Natalie Hamel-Roy', 'Isabelle Nélisse', 'Patrick Huard', 'Ted Pluviose', 'Pierre-Yves Cardinal', 'Reda Guerinik', 'Justin Laramée', 'Sabrina Bisson', 'Huguette Gervais', 'Vincent Fafard', 'Jean-Philippe Baril-Guérard', 'Dominic Desnoyers', 'Guenièvre Sandré', 'Isabeau Blanche', 'Catherine Brunet', 'Johanne Garneau', 'Michael Rudder', 'Robin-Joël Cool', 'Guillaume Laurin', 'Mathieu Dufresne', 'Stéphane Julien', 'Julie De Lafrenière', 'Sylvie Lemay', 'Danielle Lepine', 'Jeanne Roux-Coté', 'Rosalie Fortier', 'Steven Chevrin'];[];['Xavier Dolan'];['André Turpin'];A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.
2;18602;Morvern Callar;7.086;6.7;2002;97;Canada;English;0;0;['Drama'];['Lynne Ramsay'];['Samantha Morton', 'Kathleen McDermott', 'Raife Patrick Burchell', 'Dan Cadan', 'Carolyn Calder', 'Steven Cardwell', 'Bryan Dick', 'El Carrette', 'Andrew Flannigan', 'Des Hamilton', 'Mette Karlsvik', 'Andrew Knowles', 'Duncan McHardy', 'Ruby Milton', 'Paul Popplewell', 'Mischa Richter', 'Vito Rocco', 'Danny Schofield', 'Matthew Townend', 'Andrew Townley', 'Yolanda Vazquez', 'Dolly Wells', 'James Wilson', 'Linda McGuire', 'Donnie Baxter', 'Andy Hazel'];['Lynne Ramsay', 'Liana Dognini'];['Lucia Zucchetti'];['Alwin H. Kuchler'];Morvern Callar wakes on Christmas morning to discover that her troubled boyfriend has died by suicide, leaving behind the unpublished manuscript to his first novel and a sum of money intended to pay for his burial. Instead, Morvern attempts to use both to reinvent her life.
2;22171;Ms .45;22.471;6.616;1981;81;United States of America;English;62000;0;['Crime', 'Thriller'];['Abel Ferrara'];"['Zoë Lund', 'Albert Sinkys', 'Darlene Stuto', 'Abel Ferrara', 'Helen McGara', 'Editta Sherman', 'Stephen Singer', 'Jayne Kennedy', 'Jack Thibeau', 'Nike Zachmanoglou', 'Bogey', 'Peter Yellen', 'Vincent Gruppi', 'Stanley Timms', 'Faith Peters', 'Lawrence Zavaglia', 'Alex Jachno', 'Wayne Caro', 'Mariana Tripaldi', 'Scott Covert', ""Karen O'Shea"", 'The Kog', 'Cindy Green', 'Nancy Ulrich', 'Eddie Sanchez', 'Larry Chua', 'Omar Patino', 'Robert Allen', 'Daniel Goodine', 'Michael R. Chin', 'Gerri Igarashi', 'Eddie Eisele', 'Evelyn Smith', 'Patrick Loughran', 'Eileen Trotta', 'Bobby Weismann', 'Alvin Moore', 'Nicholas St. John', 'Steve Dash', 'Paul Varni', 'John Scarangella', 'Aris Sakellaridis', 'Ben Falk', 'Michael D. Minard', 'Robert North', 'Robert Fish', 'Harry Maurer', 'Beth Ann Lonergan', 'Kathleen Gati', 'Jerome Le Page', 'Renata Hickey', 'Peter Abbay']";['Nicholas St. John'];['Christopher Andrews'];['James Lemmo'];A shy and mute seamstress goes insane after being attacked and raped twice in one day. She wanders the New York streets at night in a sexy black dress with her attacker's gun strapped to her garter belt, blowing away any man who tries to pick her up.
2;79435;Night Wind;1.334;5.3;1999;95;France;Français;0;0;['Drama'];['Philippe Garrel'];['Catherine Deneuve', 'Daniel Duval', 'Xavier Beauvois', 'Jacques Lassalle', 'Daniel Pommereulle', 'Marc Faure', 'Marie Vialle', 'Anita Blond', 'Stuart Seide', 'Pierre Forest', 'Juliette Poissonnier'];['Philippe Garrel'];['Françoise Collin'];['Caroline Champetier'];A housewife's affair with a younger man goes nowhere.
2;19119;Night and the City;8.283;7.548;1950;95;United Kingdom;English;0;0;['Drama', 'Thriller', 'Crime', 'Mystery'];['Jules Dassin'];['Richard Widmark', 'Gene Tierney', 'Googie Withers', 'Hugh Marlowe', 'Francis L. Sullivan', 'Herbert Lom', 'Stanislaus Zbyszko', 'Mike Mazurki', 'Charles Farrell', 'Ada Reeve', 'Ken Richmond', 'Alan Tilvern', 'Derek Blomfield', 'Clifford Buckton', 'Ernest Butcher', 'Peter Butterworth', 'Naomi Chance', 'Edward Chapman', 'Clifford Cobbe', 'Patricia Davidson', 'Maureen Delaney', 'Aubrey Dexter', 'Stanley Escane', 'Thomas Gallagher', 'Rex Garner', 'James Hayter', 'George Hirste', 'Hamilton Keene', 'Kay Kendall', 'Arthur Lovegrove', 'Jack Mandeville', 'John Mann', 'Lew Marco', 'Gibb McLaughlin', 'MacDonald Parke', 'Charles Paton', 'Chunky Pattison', 'Frank Pettitt', 'Philip Ray', 'Eddy Reed', 'John Rudling', 'Harold Sanderson', 'Johnnie Schofield', 'Betty Shale', 'John Sharp', 'Leonard Sharp', 'Ray St. Bernard', 'Tony Sympson', 'Harry Terry', 'C. Denier Warren', 'Freddie Watts', 'Brian Weske', 'Russell Westwood', 'Hubert Leslie'];['Jo Eisinger'];['Nick DeMaggio', 'Sidney Stone'];['Mutz Greenbaum'];Londoner Harry Fabian is a second-rate con man looking for an angle. After years of putting up with Harry's schemes, his girlfriend, Mary, becomes fed up when he taps her for yet another loan.
2;34667;Nightfall;5.651;6.922;1956;78;United States of America;English;0;0;['Crime', 'Drama', 'Romance', 'Thriller'];['Jacques Tourneur'];['Aldo Ray', 'Brian Keith', 'Anne Bancroft', 'Jocelyn Brando', 'James Gregory', 'Frank Albertson', 'Rudy Bond', 'Bess Flowers', 'Gene Roth'];[];['William A. Lyon'];['Burnett Guffey'];An innocent man turns fugitive as he reconstructs events that implicate him for a murder and robbery he did not commit.
2;166199;Nine Letters to Berta;0.83;7.4;1966;90;Spain;Español;0;0;['Drama'];['Basilio Martín Patino'];"['Emilio Gutiérrez Caba', 'Elsa Baeza', 'Montserrat Blanch', 'Mary Carrillo', 'Antonio Casas', 'José María Casaux', 'Manuel Domínguez Luna', 'María Elena Flores', 'Rosa Fúster', 'José María Resel', 'Nicolás D. Perchicot', ""José 'Lepe' Álvarez"", 'Miguel Palenzuela', 'Yelena Samarina', 'Concha Gómez Conde', 'Iván Tubau', 'Cecilia Villarreal', 'Coral Pellicer', 'Fernando Sánchez Polack', 'Antonio Jiménez Escribano', 'Josefina Serratosa', 'Mary France Tecourt', 'Isabel Pallarés']";[];['Pedro del Rey'];['Luis Enrique Torán'];Lorenzo is a young man who has just returned to Salamanca (Spain) from England, where he fell in love with Berta, a girl daughter of exiled parents who have never seen Spain. Lorenzo tries through some beautiful letters that she understands how is the world where her parents once lived.
2;1859;Ninotchka;7.549;7.564;1939;110;United States of America;English;1365000;2279000;['Comedy', 'Romance'];['Ernst Lubitsch'];['Greta Garbo', 'Melvyn Douglas', 'Ina Claire', 'Bela Lugosi', 'Sig Ruman', 'Felix Bressart', 'Alexander Granach', 'Gregory Gaye', 'Rolfe Sedan', 'Edwin Maxwell', 'Richard Carle', 'George Davis', 'Dorothy Adams', 'Monya Andre', 'Nino Bellini', 'Wilda Bennett', 'Symona Boniface', 'Frederika Brown', 'Emilie Cabanne', 'Paul Ellis', 'Fred Farrell', 'Frank Fletcher', 'Bess Flowers', 'Mary Forbes', 'Jody Gilbert', 'Lawrence Grant', 'Jennifer Gray', 'Winifred Harris', 'Ray Hendricks', 'William Irving', 'Hans Joby', 'Charles Judels', 'Armand Kaliz', 'Ernst Lubitsch', 'Peggy Moran', 'Sandra Morgan', 'Lucille Pinson', 'Albert Pollet', 'Frank Reicher', 'Constantine Romanoff', 'Alexander Schoenberg', 'Harry Semels', 'Tamara Shayne', 'Florence Shirley', 'George Sorel', 'Edwin Stanley', 'Kay Stewart', 'George Tobias', 'Jacques Vanaire', 'Ellinor Vanderveer', 'Paul Weigel', 'Elizabeth Williams', 'Marek Windheim', 'Wolfgang Zilzer'];['Billy Wilder', 'Charles Brackett', 'Walter Reisch'];['Gene Ruggiero'];['William H. Daniels'];A stern Russian woman sent to Paris on official business finds herself attracted to a man who represents everything she is supposed to detest.
2;239211;ORG;0.6;5.4;1979;177;Italy;English;0;0;['Fantasy', 'Drama', 'Horror'];['Fernando Birri'];['Terence Hill', 'Lidija Juracik', 'Isaac Twen Obu', 'Nolika Pareda', 'Pietro Santalamazza', 'Francesco Di Giacomo', 'Julio García Espinosa', 'Jean-Luc Godard', 'Jonas Mekas', 'Roberto Rossellini', 'Herbert Marcuse', 'Glauber Rocha'];[];[];['Mario Vulpiani', 'Mario Masini', 'Ugo Piccone', 'Cesare Ferzi', 'Huston Simmons'];Explores the complex relationship between the spirit, body, and mind. The film is a nightmare with closed eyes because it counts among the most terrible moments of my life, my second exile, which lasted a very long time. Inspired by an ancient Hindu legend.
2;697;October (Ten Days that Shook the World);6.145;7.007;1927;115;Soviet Union;No Language;0;0;['Drama', 'History'];['Sergei Eisenstein', 'Grigori Aleksandrov'];['Vladimir Popov', 'Vasili Nikandrov', 'Layaschenko', 'Boris Livanov', 'Mikholyev', 'Chibisov', 'Nikolai Padvoisky', 'Smelsky', 'Eduard Tisse'];['Sergei Eisenstein', 'Grigori Aleksandrov'];['Esfir Tobak'];['Eduard Tisse'];Sergei M. Eisenstein's docu-drama about the 1917 October Revolution in Russia. Made ten years after the events and edited in Eisenstein's 'Soviet Montage' style, it re-enacts in celebratory terms several key scenes from the revolution.
2;74879;Once Upon a Time in Anatolia;8.91;7.526;2011;157;Bosnia and Herzegovina;Türkçe;0;138730;['Drama', 'Crime'];['Nuri Bilge Ceylan'];['Muhammet Uzuner', 'Yılmaz Erdoğan', 'Taner Birsel', 'Ahmet Mümtaz Taylan', 'Fırat Tanış', 'Ercan Kesal', 'Cansu Demirci', 'Erol Eraslan', 'Murat Kılıç', 'Şafak Karali', 'Emre Şen', 'Burhan Yıldız', 'Nihan Okutucu', 'Kubilay Tunçer', 'Salih Ünal', 'Aziz İzzet Biçici', 'Celal Acaralp', 'Mehmet Eren Topçak', 'Ufuk Karali', 'Fevzi Müftüoğlu', 'Turgay Kürkçü', 'Fatih Ereli', 'Hüseyin Bekeç', 'Mehmet Öztürk'];[];['Bora Göksingöl'];['Gökhan Tiryaki'];In the rural area around the Anatolian town of Keskin, the local prosecutor, police commissar, and doctor lead a search for a victim of a murder to whom a suspect named Kenan and his mentally challenged brother confessed. However, the search is proving more difficult than expected as Kenan is fuzzy as to the body's exact location. As the group continues looking, its members can't help but chat among themselves about both trivia and their deepest concerns in an investigation that is proving more trying than any of them expected.
2;162505;One Way or Another;0.862;5.8;1977;78;Cuba;Español;0;0;['Documentary', 'Drama'];['Sara Gómez'];[];[];[];[];Quasi documentary about the creation of the Miraflores housing development after the Cuban revolution.  In this first Cuban feature film made by an Afro-Cuban and by a woman, Sara Gómez uses innovative documentary and fictional techniques to focus on the marginales in the poorest, most underdeveloped areas of Cuba.  Against a backdrop of dismantled slums and new housing construction, the relationship between a mulatta and a Black Cuban unfolds as a conflict between ingrown ideas of race, class and gender and a Revolution that is trying to dismantle the old, outmoded structures.
2;20115;Opera;8.367;6.776;1987;107;Italy;Italiano;8000000;0;['Thriller', 'Horror', 'Mystery'];['Dario Argento'];['Cristina Marsillach', 'Ian Charleson', 'Urbano Barberini', 'Daria Nicolodi', 'Coralina Cataldi-Tassoni', 'Antonella Vitale', 'William McNamara', 'Barbara Cupisti', 'Antonino Iuorio', 'Carola Stagnaro', 'Francesca Cassola', 'Maurizio Garrone', 'Cristina Giachino', 'György Gyõriványi', 'Bjorn Hammer', 'Peter Pitsch', 'Sebastiano Somma', 'Elizabeth Norberg-Schulz', 'Michele Pertusi', 'Dario Argento', 'Michele Soavi', 'Karl Zinny'];['Franco Ferrini', 'Dario Argento'];['Franco Fraticelli'];['Ronnie Taylor'];A young opera singer is stalked by a deranged fan bent on killing the people associated with her to claim her for himself.
2;645812;Otherwise Unexplained Fires;0.6;0.0;1976;14;[];[];0;0;[];['Hollis Frampton'];[];[];[];[];"""Filmed in large part during H.F.'s lecture-screening tour in the bay area: visit(s) to the Musee Mechanique, Land's End, the Cliff House. The San Francisco fog is proclaimed, as also are the cypress trees that line parts of our local beach. A visit to the Brakhage Colorado residence provided images of chickens/roosters.""–Gail Camhi"
2;211579;Our Sunhi;3.715;6.4;2013;89;South Korea;한국어/조선말;0;0;['Romance', 'Drama'];['Hong Sang-soo'];['Jung Yu-mi', 'Lee Sun-kyun', 'Kim Sang-joong', 'Jung Jae-young', 'Lee Min-woo', 'Ye Ji-won', 'Han Jai', 'Park Joo-hee'];[];['Hahm Sung-won'];['Park Hong-yeol'];A young woman returning to her old school to visit her professor also runs into her old boyfriend and her senior, each of whom has a past with her.
2;4977;Paprika;19.427;7.789;2006;90;Japan;English;0;946590;['Animation', 'Drama', 'Mystery', 'Science Fiction'];['Satoshi Kon'];['Megumi Hayashibara', 'Tôru Emori', 'Katsunosuke Hori', 'Toru Furuya', 'Akio Otsuka', 'Koichi Yamadera', 'Hideyuki Tanaka', 'Daisuke Sakaguchi', 'Mitsuo Iwata', 'Rikako Aikawa', 'Satoshi Kon', 'Yasutaka Tsutsui'];['Satoshi Kon', 'Seishi Minakami'];['Takeshi Seyama', 'Yumi Jinguji'];['Michiya Kato'];When a machine that allows therapists to enter their patient's dreams is stolen, all hell breaks loose. Only a young female therapist can stop it: Paprika.
2;445082;Passage Through: A Ritual;0.6;8.0;1990;49;United States of America;No Language;0;0;[];['Stan Brakhage'];[];[];[];[];"“[PASSAGE THROUGH] required the most exacting editing process ever; and in the course of that work it occurred to me that I’d originally made THE RIDDLE OF LUMEN hoping someone would make an ‘answering’ film and entertain my visual riddle in the manner of the riddling poets of yore. I most expected Hollis Frampton (because of ZORN’S LEMMA) to pick up the challenge; but he never did. In some sense I think composer Corner has – and now we have this dance of riddles as music and film combine to make ‘passage,’ in every sense of the word, further possible.” –S.B."
2;11577;Pat Garrett & Billy the Kid;10.206;7.223;1973;106;United States of America;English;4638783;11000000;['Western'];['Sam Peckinpah'];['James Coburn', 'Kris Kristofferson', 'Richard Jaeckel', 'Katy Jurado', 'Chill Wills', 'Barry Sullivan', 'Jason Robards', 'Bob Dylan', 'R. G. Armstrong', 'Luke Askew', 'John Beck', 'Richard Bright', 'Matt Clark', 'Rita Coolidge', 'Jack Dodson', 'Jack Elam', 'Emilio Fernández', 'Paul Fix', 'L. Q. Jones', 'Slim Pickens', 'Jorge Russek', 'Charles Martin Smith', 'Harry Dean Stanton', 'Claudia Bryar', 'John Davis Chandler', 'Michael T. Mikler', 'Aurora Clavel', 'Rutanya Alda', 'Walter Kelley', 'Rudy Wurlitzer', 'Elisha Cook Jr.', 'Gene Evans', 'Donnie Fritts', 'Dub Taylor', 'Don Levy', 'Bruce Dern', 'Sam Peckinpah'];['Rudy Wurlitzer'];['Roger Spottiswoode', 'Richard Halsey', 'Robert L. Wolfe', 'Garth Craven', 'David Berlatsky', 'Tony de Zarraga'];['John Coquillon'];Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.
2;122341;Pine Flat;2.252;6.0;2006;138;[];[];0;0;[];['Sharon Lockhart'];[];[];[];[];Set in a small town in the Sierra Nevadas, Pine Flat is a look at youth and a meditation on nature, socialization, and solitude.
2;692;Pink Flamingos;14.548;6.23;1972;92;United States of America;English;12000;6000000;['Comedy', 'Crime'];['John Waters'];['Divine', 'David Lochary', 'Mary Vivian Pearce', 'Mink Stole', 'Danny Mills', 'Edith Massey', 'Channing Wilroy', 'Cookie Mueller', 'Paul Swift', 'Susan Walsh', 'Linda Olgeirson', 'Pat Moran', 'Jack Walsh', 'Bob Skidmore', 'Pat Lefaiver', 'Jackie Sidel', 'Julie Munshauer', 'Steve Yeager', 'Nancy Crystal', 'George Figgs', 'John Oden', 'George Stoll', 'David Gluck', 'Elizabeth Coffey', 'Margie Donnelly', 'Margie Skidmore', 'Berenica Cipcus', 'Iris Burman', 'Randy Burman', 'Don Blumberg', 'Vincent Peranio', 'Bob Adams', 'Mark Lazarus', 'David Lehman', 'Catriona Maloney', 'Richard Keller', 'Charlie Swope', 'Barry Golome', 'Ed Peranio', 'Elia Katz', 'Steve Waters', 'Billy Davis', 'Howard Gruber', 'Van Smith', 'Chuck Yeaton', 'Laurie Birnbaum', 'Lenny Taylor', 'Trick Grantham', 'Mark Isherwood', 'Randy Damm', 'Alan Reese', 'Alberta Reese', 'Cowboy Foulke', 'David Sanders', 'Brigette Grey', 'John Herndon', 'Ellis Clark', 'Joe Wilepski', 'Paul Landis', 'Lawrence Irvine', 'Marina Melin', 'Max Mueller', 'John Waters'];[];['John Waters'];['John Waters'];"Notorious Baltimore criminal and underground figure Divine goes up against Connie & Raymond Marble, a sleazy married couple who make a passionate attempt to humiliate her and seize her tabloid-given title as ""The Filthiest Person Alive""."
2;501224;Polly One;0.6;0.0;2017;6;United States of America;No Language;0;0;[];['Kevin Jerome Everson'];[];[];[];[];Filmed during the August 2017 solar eclipse, Polly One is about ninety-nine percent totality.
2;12429;Ponyo;89.862;7.732;2008;100;Japan;日本語;41677699;202404009;['Animation', 'Fantasy', 'Family'];['Hayao Miyazaki'];['Yuria Kozuki', 'Hiroki Doi', 'George Tokoro', 'Tomoko Yamaguchi', 'Yuki Amami', 'Kazushige Nagashima', 'Akiko Yano', 'Shinichi Hatori', 'Tokie Hidari', 'Rumi Hiiragi', 'Tomoko Naraoka', 'Kazuko Yoshiyuki', 'Eimi Hiraoka', 'Nozomi Ōhashi', 'Akiko Takeguchi', 'Eiko Kanazawa', 'Akihiko Ishizumi', 'Tomie Kataoka', 'Shiro Saito', 'Mutsumi Sasaki', 'Keiko Tsukamoto', 'Ikuko Yamamoto', 'Michiko Yamamoto', 'Yoshie Yamamoto', 'Yusuke Tezuka'];[];['Takeshi Seyama'];['Atsushi Okui'];The son of a sailor, 5-year-old Sosuke, lives a quiet life on an oceanside cliff with his mother Lisa. One fateful day, he finds a beautiful goldfish trapped in a bottle on the beach and upon rescuing her, names her Ponyo. But she is no ordinary goldfish.
2;194978;Porto das Caixas;0.6;4.7;1963;80;Brazil;Português;0;0;['Drama'];['Paulo César Saraceni'];['Irma Álvarez', 'Reginaldo Faria', 'Paulo Padilha', 'Joseph Guerreiro', 'Margarida Rey', 'Sergio Sanz'];[];[];['Mário Carneiro'];Irma can only think about getting rid of her cowardly dirty husband. She seeks out lovers not to commit adultery or for pleasure, but to find an accomplice to kill her husband.
2;103689;Post Tenebras Lux;5.928;6.2;2012;115;France;Español;0;0;['Drama'];['Carlos Reygadas'];['Adolfo Jimenez Castro', 'Nathalia Acevedo', 'Willebaldo Torres', 'Rut Reygadas', 'Eleazar Reygadas', 'Suemi Valderrama'];['Carlos Reygadas'];['Natalia López'];[];Juan and his urban family live in the Mexican countryside, where they enjoy and suffer a world apart. And nobody knows if these two worlds are complementary or if they strive to eliminate one another.
2;84925;Profit Motive and the Whispering Wind;1.922;6.2;2007;58;United States of America;No Language;0;0;['Documentary', 'History'];['John Gianvito'];[];[];['John Gianvito'];['John Gianvito'];A visual essay about the progressive tradition of the United States as seen through grave markers and monuments.
2;475786;Puchuncaví;0.6;0.0;2014;26;Chile;[];0;0;[];['Jeannette Muñoz'];[];[];[];[];Puchuncaví originally derives from Mapudungún (the Mapuche natives' language) and reads as something like 'where fiestas abound' referring to the tradition of the native fiestas. This is in contrast to the more recent industrial development of the area that includes copper refineries, steam power plants and a lading port. The lading port and its immediate environment could be regarded as the intersection of the site Puchuncaví.  The concept of this film is an ongoing project that grows every year with new blocks of fragments, all fragments are mostly consisting of one shot or edited in the camera and in the editing table and exploring the different stratas of this place.
2;206237;Ray of Sunshine;0.836;5.4;1933;87;Austria;Deutsch;0;0;['Drama', 'Romance'];['Pál Fejős'];['Annabella', 'Gustav Fröhlich', 'Paul Otto', 'Hans Marr', 'Annie Rosar', 'Walter Brandt', 'Jaro Fürth', 'Karl Forest', 'Norbert Rohringer', 'Franz Schafheitlin', 'Wilhelm Schich', 'Irene Seidner'];[];[];[];Hans, living in Vienna during the Great Depression, intends to drown himself in the river after losing his livelihood. While there he meets a girl named Anna after pulling her from the river.
2;223;Rebecca;11.573;7.938;1940;130;United States of America;English;1288000;6000000;['Mystery', 'Drama', 'Thriller', 'Romance'];['Alfred Hitchcock'];"['Joan Fontaine', 'Laurence Olivier', 'Judith Anderson', 'George Sanders', 'Nigel Bruce', 'Reginald Denny', 'C. Aubrey Smith', 'Gladys Cooper', 'Florence Bates', 'Melville Cooper', 'Leo G. Carroll', 'Leonard Carey', 'Lumsden Hare', 'Edward Fielding', 'Philip Winter', 'Forrester Harvey', 'Billy Bevan', 'Gino Corrado', 'Egon Brecher', 'Alfred Hitchcock', 'Leyland Hodgson', 'Alphonse Martell', ""William H. O'Brien"", 'Ronald R. Rondell', 'Phyllis Woodward']";['Robert E. Sherwood', 'Joan Harrison'];['W. Donn Hayes'];['George Barnes'];Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.
