Votos;Id_peli;Titulo;Popularidad;Rating;Fecha;Duracion;Pais;Idioma;Presupuesto;Ganancia;Generos;Director;Casting;Guion;Montaje;DOP;Resumen
2;80046;Red Line 7000;4.536;5.304;1965;110;United States of America;English;0;0;['Action', 'Drama'];['Howard Hawks'];['James Caan', 'Laura Devon', 'Gail Hire', 'Charlene Holt', 'Marianna Hill', 'Teri Garr', 'John Robert Crawford', 'Skip Ward', 'Norman Alden', 'George Takei', 'Diane Strom', 'Anthony Rogers', 'Cissy Wellman', 'Carol Connors', 'Jerry Lewis'];['George Kirgo'];['Bill Brame', 'Stuart Gilmore'];['Milton Krasner'];The lives and passions of a stock car team are revealed against the turbulent backdrop of the professional racing world.
2;3089;Red River;14.826;7.398;1948;133;United States of America;English;3000000;9012000;['Western', 'Adventure', 'Drama', 'Romance'];['Howard Hawks'];['John Wayne', 'Montgomery Clift', 'Joanne Dru', 'Walter Brennan', 'Coleen Gray', 'Harry Carey', 'John Ireland', 'Noah Beery Jr.', 'Harry Carey, Jr.', 'Chief Yowlachie', 'Paul Fix', 'Hank Worden', 'Mickey Kuhn', 'Ray Hyke', 'Hal Taliaferro', 'Shelley Winters', 'Lane Chandler', 'Davison Clark', 'Harry Cording', 'Richard Farnsworth', 'Paul Fierro', 'George Lloyd', 'Pierce Lyden', 'Frank Meredith', 'John Merton', 'Jack Montgomery', 'Ivan Parry', 'Lee Phelps', 'John Rice', 'William Self', 'Carl Sepulveda', 'Ray Spiker', 'Glenn Strange', 'Tom Tyler', 'Dan White', 'Guy Wilkerson'];['Borden Chase', 'Charles Schnee'];['Christian Nyby', 'Francis D. Lyon', 'Jack Murray'];['Russell Harlan'];Headstrong Thomas Dunson starts a thriving Texas cattle ranch with the help of his faithful trail hand, Groot, and his protégé, Matthew Garth, an orphan Dunson took under his wing when Matt was a boy. In need of money following the Civil War, Dunson and Matt lead a cattle drive to Missouri, where they will get a better price than locally, but the crotchety older man and his willful young partner begin to butt heads on the exhausting journey.
2;29617;Remember the Night;7.303;7.5;1940;94;United States of America;English;0;0;['Comedy', 'Romance'];['Mitchell Leisen'];"['Barbara Stanwyck', 'Fred MacMurray', 'Beulah Bondi', 'Elizabeth Patterson', 'Willard Robertson', 'Sterling Holloway', 'Charles Waldron', 'Paul Guilfoyle', 'Charles Arnt', 'John Wray', 'Thomas W. Ross', ""Fred 'Snowflake' Toones"", 'Tom Kennedy', 'Georgia Caine', 'Virginia Brissac', 'Spencer Charters', 'Jean Acker', 'Ambrose Barker', 'John Beck', 'Brooks Benedict', 'Avril Cameron', 'Chester Clute', 'Frank Conklin', 'Harry Depp', 'Edmund Elton', 'Julia Faye', 'James Flavin', 'Galan Galt', 'George Guhl', 'Beth Hartman', 'Milton Kibbee', 'Fuzzy Knight', 'Lillian Lawrence', 'Kate Drain Lawson', 'Martha Mears', 'George Melford', ""Pat O'Malley"", 'Walter Soderling', 'Bernard Suss', 'Julius Tannen', 'Florence Wix']";['Preston Sturges'];['Doane Harrison'];['Ted Tetzlaff'];When Jack, an assistant District Attorney, takes Lee, a shoplifter caught in the act, home with him for Christmas, the unexpected happens and love blossoms.
2;148811;Reminiscences of a Journey to Lithuania;2.244;6.8;1972;81;Germany;Lietuvių;0;0;['Documentary'];['Jonas Mekas'];['Pola Chapelle', 'Peter Kubelka', 'Adolfas Mekas', 'Jonas Mekas', 'Hollis Melton', 'Annette Michelson', 'Daniel Rogosin'];[];['Jonas Mekas'];[];A 1971–72 documentary film by Jonas Mekas. It revolves around Mekas' trip back to Semeniškiai, the village of his birth.
2;71679;Resident Evil: Retribution;8.546;5.797;2012;95;Canada;English;65000000;240159255;['Action', 'Horror', 'Science Fiction'];['Paul W. S. Anderson'];['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez', 'Aryana Engineer', 'Li Bingbing', 'Boris Kodjoe', 'Kevin Durand', 'Johann Urb', 'Robin Kasyanov', 'Ofilio Portillo', 'Oded Fehr', 'Colin Salmon', 'Shawn Roberts', 'Megan Charpentier', 'Takato Yamashita', 'Mika Nakashima', 'Ray Olubowale', 'Hiroo Minami'];[];['Niven Howie'];['Glen MacPherson', 'Mehran Salamati'];"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun."
2;46164;Retribution;4.262;6.143;2006;104;Japan;日本語;0;0;['Thriller', 'Crime', 'Horror'];['Kiyoshi Kurosawa'];['Koji Yakusho', 'Manami Konishi', 'Tsuyoshi Ihara', 'Riona Hazuki', 'Joe Odagiri', 'Ryo Kase', 'Hiroyuki Hirayama', 'Kaoru Okunuki', 'Ikuji Nakamura', 'Hironobu Nomura', 'Yôko Chôsokabe', 'Kôhei Watanabe', 'Kenkichi Watanabe', 'Jin Muraki', 'Hajime Inoue', 'Naoko Miyake', 'Takahiro Sato', 'Kaoru Mizuki', 'Sakiko Akiyoshi', 'Tadashi Suzuki', 'Kazutoshi Sakamoto', 'Ikuyo Ishii', 'Itsuki Hoshi', 'Takanori Hamachika', 'Taiki Fujioka', 'Hiroshi Inoue', 'Ryô Matsumoto', 'Naoya Mita', 'Nobuhiro Ueki', 'Yoshirô Nishikawa', 'Haruo Furuya', 'Taro Fujioka', 'Shôhei Yasuda', 'Yoshina Makino', 'Ryo Tanaka'];[];['Nobuyuki Takahashi'];['Akiko Ashizawa'];A detective investigates a series of murders. A possible serial killer might be on a rampage, since they all are in the same vicinity and by the same method, but as the evidence points toward the detective as the prime suspect, a ghost in red follows him, and he begins to question his identity. His realization of what seems to have really happened results in something much more sinister and larger in scope, and it leaves his psyche scarred.
2;307;Rome, Open City;10.44;8.023;1945;103;Italy;Deutsch;20000;1000000;['Drama', 'History', 'War'];['Roberto Rossellini'];['Aldo Fabrizi', 'Anna Magnani', 'Marcello Pagliero', 'Francesco Grandjacquet', 'Harry Feist', 'Maria Michi', 'Vito Annichiarico', 'Ákos Tolnay', 'Joop van Hulzen', 'Carla Rovere', 'Giovanna Galletti', 'Nando Bruno', 'Eduardo Passarelli', 'Carlo Sindici', 'Turi Pandolfini', 'Amalia Pellegrini', 'Alberto Tavazzi'];['Roberto Rossellini', 'Sergio Amidei'];['Eraldo Da Roma', 'Jolanda Benvenuti'];['Ubaldo Arata'];During the Nazi occupation of Rome in 1944, the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape.
2;454;Romeo + Juliet;22.605;6.798;1996;120;Mexico;English;14500000;147298761;['Drama', 'Romance'];['Baz Luhrmann'];"['Leonardo DiCaprio', 'Claire Danes', 'Jesse Bradford', 'Vondie Curtis-Hall', 'Brian Dennehy', 'John Leguizamo', 'Miriam Margolyes', 'Harold Perrineau', 'Christina Pickles', 'Pete Postlethwaite', 'Paul Rudd', 'Paul Sorvino', 'Diane Venora', 'M. Emmet Walsh', 'Edwina Moore', 'Zak Orth', 'Jamie Kennedy', 'Dash Mihok', 'Lupita Ochoa', 'Gloria Silva', 'Vincent Laresca', 'Carlos Manzo', 'Carolyn Valero', 'Paco Morayta', 'Rodrigo Escandon', 'Margarita Wynne', 'Harriet Sansom Harris', 'Michael Corbett', 'Pedro Altamirano', 'Mario Cimarro', ""Des'ree"", 'Ismael Eguiarte', 'Ricardo Barona', 'Fausto Barona', 'Quindon Tarver', 'Alex Newman', 'Cory Newman', 'Jorge Abraham', 'John Sterlini', 'Farnesio de Bernal', 'Catalina Botello']";['Baz Luhrmann', 'Craig Pearce'];['Jill Bilcock'];['Donald McAlpine'];In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.
2;32233;Running on Karma;5.813;6.114;2003;93;Hong Kong;हिन्दी;0;0;['Thriller', 'Action', 'Drama'];['Johnnie To', 'Wai Ka-fai'];['Andy Lau', 'Cecilia Cheung', 'Eddie Cheung', 'Karen Tong', 'Wong Chun', 'Wong Wa-Wo', 'Hon Kwok-Choi', 'Yuen Bun', 'Yu Wen-Zhong', 'Hou Lian-Sheng', 'He Sheng-Wei', 'Zhang Meng', 'Wong Chi-Wai'];[];[];[];A monk turned body-builder, with the gift to see into people's lives, befriends a female cop, and uses his gift to change the force of Karma and her destiny.
2;38953;Ryan's Daughter;6.86;7.2;1970;206;Ireland;English;0;0;['Drama', 'Romance', 'History'];['David Lean'];"['Robert Mitchum', 'Trevor Howard', 'Christopher Jones', 'John Mills', 'Leo McKern', 'Sarah Miles', 'Barry Foster', 'Marie Kean', ""Arthur O'Sullivan"", 'Evin Crowley', 'Douglas Sheldon', 'Gerald Sim', 'Barry Jackson', 'Des Keogh', 'Niall Tóibín', ""Philip O'Flynn"", 'Donal Neligan', ""Brian O'Higgins"", ""Niall O'Brien"", 'Owen Sullivan']";['Robert Bolt'];['Norman Savage'];['Freddie Young'];An Irish lass is branded a traitor when she falls for a British soldier.
2;89708;Samsara;12.194;8.095;2011;102;Brazil;No Language;4000000;0;['Documentary'];['Ron Fricke'];['Ni Made Megahadi Pratiwi', 'Puti Sri Candra Dewi', 'Putu Dinda Pratika', 'Marcos Luna', 'Hiroshi Ishiguro', 'Olivier De Sagazan', 'Ladyboys of Cascade Bar', 'Kikumaru', 'Crisanto Neire', 'Robert Henline', 'Tai Lihua', 'Collin Alfredo St. Dic'];[];['Ron Fricke', 'Mark Magidson'];[];Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders.
2;11009;Saturday Night Fever;21.451;6.713;1977;118;United States of America;English;3500000;237113184;['Drama', 'Music'];['John Badham'];['John Travolta', 'Karen Lynn Gorney', 'Barry Miller', 'Joseph Cali', 'Julie Bovasso', 'Sam Coppola', 'Denny Dillon', 'Robert Costanzo', 'Fran Drescher', 'Donna Pescow', 'Val Bisoglio', 'Paul Pape', 'Bruce Ornstein', 'Martin Shakar', 'Nina Hansen', 'Lisa Peluso', 'Bert Michaels', 'Robert Weil', 'Shelly Batt', 'Donald Gantry', 'Murray Moston', 'William Andrews', 'Ann Travolta', 'Helen Travolta', 'Ellen March', 'Monti Rock III', 'John Badham', 'Adrienne King'];['Norman Wexler'];['David Rawlins'];['Ralf D. Bode'];Tony spends his Saturdays at a disco where his stylish moves raise his popularity among the patrons. But his life outside the disco is not easy and things change when he gets attracted to Stephanie.
2;694137;Scala Milan AC;0.6;0.0;2005;18;France;[];0;0;['Comedy'];['Sarah Maldoror'];['Archie Shepp', 'Romain Beneyrol', 'Andy Collot', 'Alexandre Etien', 'Andréa Evangelista', 'Sofiane Khalef', 'Saïd Moussa', 'Marina Raha'];[];[];[];"Some teenagers sign up for the contest: ""Describe your neighborhood"", whose first prize is a trip to Milan. As the youngsters are football fans and fans of Milan AC, they decide to describe the neighbourhood with a rap song, and record a video. Archie Shepp, who also lives in the neighbourhood, watches them and decides to give them a hand."
2;49559;Secret Defense;2.002;6.2;1998;170;France;Français;0;0;['Crime', 'Thriller'];['Jacques Rivette'];['Sandrine Bonnaire', 'Laure Marsac', 'Françoise Fabian', 'Christine Vouilloz', 'Mark Saporta', 'Sara Louis', 'Hermine Karagheuz', 'Bernadette Giraud', 'Micheline Herzog', 'Patrick Le Bouar ', 'Mick Gondouin', 'Grégoire Colin', 'Jerzy Radziwiłowicz'];[];['Nicole Lubtchansky'];['William Lubtchansky'];After scientist Sylvie discovers her brother Paul trying to steal a gun from her lab, he explains that he wishes to avenge the death of their father whom he suspects died at the hands of his business partner.
2;141685;Side/Walk/Shuttle;0.769;6.5;1992;41;United States of America;No Language;0;0;[];['Ernie Gehr'];[];[];[];[];"In Side/Walk/Shuttle, he takes to the glass elevator attached to San Francisco's Fairmont Hotel and rides its 24 stories up and down, constantly shifting the orientation of his camera to offer images of the city as a site of flux, freed from gravity to rearrange itself in perpetuum. While the sensual and emotional experience of all these new views is enough to make one's life richer (the phrase ""city symphony"" has never seemed quite so apt), Gehr's film is also a deeply visceral reminder that the world contains so much more than we can ever know. -- Slant Magazine"
2;471340;Space;0.805;0.0;1965;70;United States of America;English;0;0;[];['Andy Warhol'];['Edie Sedgwick', 'Dorothy Dean', 'Donald Lyons', 'Gino Piserchio', 'Roger Trudeau', 'Eric Andersen'];[];[];[];"A melange of casual talking, food fights, and folk singing. The film includes Eric Andersen with his guitar, singing his lines, and leading Edie Sedgwick and her friends in unscripted sing-alongs of popular songs including ""Puff the Magic Dragon"" and ""The Battle Hymn of the Republic""."
2;7346;Sparrow;3.448;6.4;2008;87;Hong Kong;广州话 / 廣州話;0;0;['Thriller', 'Comedy'];['Johnnie To'];['Simon Yam', 'Kelly Lin', 'Gordon Lam', 'Lo Hoi-pang', 'Law Wing-cheong', 'Kenneth Cheung', 'Lam Suet', 'Henry Lo', 'Jonathan Lee Yat-Sing', 'Jackson Ha Chak-San'];['Fung Chih-chiang', 'Kin Chung Chan'];['David M. Richardson'];['Cheng Siu-keung'];"Kei is the experienced leader of a team of pickpockets — also known as ""Sparrows"" in HK slang. He enjoys a carefree lifestyle taking photos. One day a dashing beauty, Chun-Lei, suddenly appears in Kei's viewfinder. Kei is mesmerized. But behind Chun-Lei's attractive facade lies a mysterious past and a mission to set herself free."
2;558;Spider-Man 2;30.265;7.218;2004;127;United States of America;English;200000000;783766341;['Action', 'Adventure', 'Fantasy'];['Sam Raimi'];['Tobey Maguire', 'Kirsten Dunst', 'James Franco', 'Alfred Molina', 'Rosemary Harris', 'J.K. Simmons', 'Donna Murphy', 'Daniel Gillies', 'Dylan Baker', 'Bill Nunn', 'Vanessa Ferlito', 'Aasif Mandvi', 'Willem Dafoe', 'Cliff Robertson', 'Ted Raimi', 'Elizabeth Banks', 'Bruce Campbell', 'Gregg Edelman', 'Elya Baskin', 'Mageina Tovah', 'Daniel Dae Kim', 'Hal Sparks', 'Joel McHale', 'Stan Lee', 'Kelly Connell', 'Brent Briscoe', 'Emily Deschanel', 'Jason Fiore-Ortiz', 'Scott Spiegel', 'Andy Bale', 'Christine Estabrook', 'Molly Cheek', 'John Paxton', 'Joy Bryant', 'Joanne Baron', 'Peter McRobbie', 'Timothy Jerome', 'Taylor Gilbert', 'Peter Vouras', 'Donnell Rawlings', 'Zachry Rogers', 'Ella Rogers', 'Louis Lombardi', 'Marc John Jefferies', 'Roshon Fegan', 'Brendan Patrick Connor', 'Reed Diamond', 'Dan Callahan', 'Elyse Dinh', 'John Landis', 'Tim Storms', 'Susie Park', 'Tricia Peters', 'Michael Edward Thomas', 'Anne Betancourt', 'Venus Lam', 'Bill E. Rogers', 'Joe Virzi', 'Jopaul Van Epp', 'Weston Epp', 'Peter Allas', 'Brianna Brown', 'Bill Calvert', 'Tony Campisi', 'Joey Diaz', 'Chloe Dykstra', 'Simone Gordon', 'Dan Hicks', 'Julia Max', 'Savannah Pope', 'Timothy Patrick Quill', 'Jill Sayre', 'Rickey G. Williams', 'Michael Arthur', 'Frank Bonsangue', 'Cindy Cheung', 'Phil LaMarr', 'Calvin Dean', 'Andre M. Johnson', 'Peter Cincotti', 'Peyton List', 'Spencer List', 'Troy Metcalf', 'Scott Ross', 'Bonnie Somerville', 'Wesley Volcy', 'Lou Volpe', 'Garrett Warren', 'Joseph M. Caracciolo', 'Tom Carey'];['Alvin Sargent'];['Bob Murawski'];['Bill Pope'];Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood. A certain anger begins to brew in his best friend Harry Osborn as well...
2;78507;Spies;4.129;7.4;1928;145;Germany;No Language;0;0;['Action', 'Drama', 'Thriller'];['Fritz Lang'];['Rudolf Klein-Rogge', 'Gerda Maurus', 'Lien Deyers', 'Louis Ralph', 'Willy Fritsch', 'Paul Hörbiger', 'Fritz Rasp', 'Craighall Sherry', 'Hertha von Walther', 'Lupu Pick'];['Thea von Harbou'];[];['Fritz Arno Wagner'];The mastermind behind a ubiquitous spy operation learns of a dangerous romance between a Russian lady in his employ and a dashing agent from the government's secret service.
2;185738;Stockholm;5.886;6.297;2013;90;Spain;Español;60000;50000;['Drama', 'Romance'];['Rodrigo Sorogoyen', 'Borja Soler'];['Javier Pereira', 'Aura Garrido', 'Jesús Caba', 'Susana Abaitua', 'Miriam Marco', 'Lorena Mateo'];[];['Alberto del Campo'];[];The story of the encounter between a boy and a girl. He confesses that he fell in love with her at first sight, but she does not believe him. However, as they walk through the night in Madrid, they share their desires, secrets, and maybe a few little lies. But soon the film brings us back to the harsh reality of power struggles, psychological games and conflicts between the sexes. Stockholm thus offers an incredible reading of the relations between young people today.
2;166770;Sullivan's Banks;0.6;5.0;2001;38;Germany;No Language;0;0;[];['Heinz Emigholz'];[];[];[];[];"Emigholz presents the buildings of the great American architect Louis Sullivan (1856–1924).  “In everything that men do they leave an indelible imprint of their minds. If this suggestion be followed out, it will become surprisingly clear how each and every building reveals itself naked to the eye; how its every aspect, to the smallest detail, to the lightest move of the hand, reveals the workings of the mind of the man who made it, and who is responsible to us for it.”"
2;976;Sweet Smell of Success;9.337;7.7;1957;97;United States of America;English;3400000;2500000;['Drama'];['Alexander Mackendrick'];"['Burt Lancaster', 'Tony Curtis', 'Susan Harrison', 'Martin Milner', 'Sam Levene', 'Barbara Nichols', 'David White', 'Jeff Donnell', 'Edith Atwater', 'Joe Frisco', 'Emile Meyer', 'Bess Flowers', 'Colin Kenny', 'Lawrence Dobkin', 'John Fiedler', 'Bert Stevens', 'Arthur Tovey', ""William H. O'Brien"", 'Marion Gray']";['Ernest Lehman', 'Clifford Odets'];['Alan Crosland, Jr.'];['James Wong Howe'];New York City newspaper writer J.J. Hunsecker holds considerable sway over public opinion with his Broadway column, but one thing that he can't control is his younger sister, Susan, who is in a relationship with aspiring jazz guitarist Steve Dallas. Hunsecker strongly disapproves of the romance and recruits publicist Sidney Falco to find a way to split the couple, no matter how ruthless the method.
2;25066;Tales from the Hood;11.556;6.1;1995;97;United States of America;English;6000000;12000000;['Horror', 'Crime', 'Thriller'];['Rusty Cundieff'];"['Clarence Williams III', 'Corbin Bernsen', 'David Alan Grier', 'Wings Hauser', 'Duane Whitaker', 'Joe Torry', 'Tom Wright', 'Michael Massee', 'Art Evans', 'Roger Guenveur Smith', 'Paula Jai Parker', 'Rusty Cundieff', 'Rosalind Cash', ""De'Aundre Bonds"", 'Anthony Griffith', 'Rick Dean', 'Samuel Monroe Jr.', 'Brandon Hammond', 'Don Dowe', 'Moon Jones', 'Brenden Richard Jefferson', 'Dawn Gilliam', 'April Barnett', 'Ricky Harris', 'Darin Scott', 'Mark Christopher Lawrence', 'Lira Angel', 'Kamau Holloway', 'Tuck John Porter', 'Lamont Bentley']";[];['Charles Bornstein'];['Anthony B. Richmond'];A strange funeral director tells four strange tales of horror with an African American focus to three drug dealers he traps in his place of business.
