Participante,Lista
gorkalonso1,https://boxd.it/T2rG4
vela44,https://boxd.it/TAElm
FaildeGuionista,https://boxd.it/SmFR2
GAmengual,https://boxd.it/T59Z4
JDCASERO,https://boxd.it/TD7Wg
fshtravis,https://boxd.it/TCcAW
stalker98,https://boxd.it/TDdfC
elchampo,https://boxd.it/SUWKU$G9Qc7nWuADUhiiqu
Lubilder,https://boxd.it/TxmaO
Jarsito,https://boxd.it/TDons
imanolrod,https://boxd.it/TyLw8$snlUhbWLnCr8L3kR
Javchas,https://boxd.it/TDDdi
edcontrasena,https://letterboxd.com/edcontrasena/list/tft-80/
Saba1e7e,https://boxd.it/TDFA4
uryenbg,https://boxd.it/TDFT6
NestorJuez,https://boxd.it/GaD0I$rRukcIFw1I0LFzLj
Mas0204,https://letterboxd.com/mas0204/list/tft80s/
LBaena,https://boxd.it/R5ShS
LBaena,https://boxd.it/R5ShS
LaCaneli,https://boxd.it/TE4PS
Jorgemz,https://boxd.it/R3YN2
alemartin,https://letterboxd.com/alemartin/list/tft-80s/
Alberto87FR,https://letterboxd.com/alberto87fr/list/tft80s/
BeetBeatBit,https://boxd.it/TEt4i
AlbertoMilano,https://letterboxd.com/albertomilano/list/tft80s/
Bernatus,https://boxd.it/Tm3SK
elenacf,https://boxd.it/TEANE
utges,https://boxd.it/TEG7a
Ruben0,https://boxd.it/TBZig
Vareludo,https://boxd.it/TEOf2
Paula_Arantzazu,https://boxd.it/S5yfm
Dani1Medina,https://boxd.it/TF3DI
Glorfindel7567,https://letterboxd.com/glorfindel7567/list/tft-1980s/
Toshiro15,https://boxd.it/R3SM8
AlejandroGR,https://letterboxd.com/alejandrogr/list/tft80s/
AntonioMagnolia,https://boxd.it/TFeGo
Ninotchka,https://boxd.it/ND68g
onicz,https://boxd.it/SY8eM
quber,https://boxd.it/TFlq8
ukazioa,https://letterboxd.com/ukazioa/list/tft-1980s/
ale_piq,https://boxd.it/RHYKi
xabeleiva,https://boxd.it/SS4s4
jal90,https://letterboxd.com/jal90/list/tft1980s/
TaeSuk,https://boxd.it/R6MUG
parhelic,https://boxd.it/TG274
jorgepm91,https://boxd.it/RpCQM
will_llermo,https://boxd.it/TECLU
pele_alvaro,https://letterboxd.com/pele_alvaro/list/25-peliculas-favoritas-de-los-80s/
garles,https://letterboxd.com/garles/list/tft80s/
_alvarocampoy_,https://letterboxd.com/_alvarocampoy_/list/tft-80s/
Simonsds,https://boxd.it/R1Mpo
chinemusic,https://boxd.it/TG7nm
Trueno,https://boxd.it/TlkrY
bennu,https://boxd.it/TG6m8
AmaiaZufiaur,https://boxd.it/TEGNg
JuanGL001,https://boxd.it/TG31c
DanielQuinn,https://letterboxd.com/danielquinn/list/tft1980/
Endika,https://boxd.it/TGdUG
huer,https://boxd.it/TGhYW
Martincuesta,https://letterboxd.com/martincuesta/list/topfilm-tuiter-anos-80/
jjm_24,https://boxd.it/RhZwY
literalquien69,https://boxd.it/TATMW
RachelMyGod,https://boxd.it/R6TDi
HEYMYMAN,https://boxd.it/Qw65Y
manuelsanbai,https://boxd.it/TD1dY
migblah,https://boxd.it/TGpkg
marioquema,https://letterboxd.com/marioquema/list/tft80s/
A_Karerina,https://letterboxd.com/a_karerina/list/tft80s/
FrancoRizzo,https://boxd.it/TvcaA
mllvfrp,https://boxd.it/TGqiU
Dr_Akkar,https://boxd.it/TGriw
bernax24,https://boxd.it/Txs4i
AleN99,https://boxd.it/TGsMW
malatesta19,https://letterboxd.com/malatesta19/list/tft80s/
genzai_2,https://boxd.it/R9sdo
alonsodvt,https://letterboxd.com/alonsodvt/list/top-filmtuiter-1980s-tft80s/
AnaAvellaneda,https://boxd.it/RDoP4
irca,https://letterboxd.com/irca/list/tft80s/
marctorres,https://boxd.it/TGA60
anaorgana,https://boxd.it/TGD2A
Manuki,https://boxd.it/TGD0a
DrDrakeRamoray,https://boxd.it/B79Zg
FabioVG,https://boxd.it/TmpZS
guillehormigo,https://boxd.it/TD7YG
BorNaPe,https://boxd.it/TGQoO
jaimeac,https://boxd.it/TFeZU
rafaqc97,https://boxd.it/TGPVM
Didacus,https://boxd.it/TGQ7o
Juanky97,https://letterboxd.com/juanky97/list/tft-80s/
yosolomequejo,https://boxd.it/TGRNg
gazpachin,https://boxd.it/TGQUU
Pauixitador,https://boxd.it/TGQlA
MartialCantarel,https://boxd.it/QSWiE
Batty,https://boxd.it/TDtii
