Title,Year,Review
Final Victory,1987,13 puntos con 4 menciones
Forensickness,2020,13 puntos con 4 menciones
The Love of a Woman,1953,13 puntos con 4 menciones
The Road to Glory,1936,13 puntos con 4 menciones
Only Yesterday,1933,13 puntos con 3 menciones
The Last of the Fast Guns,1958,12 puntos con 5 menciones
4EVER [Love],2020,12 puntos con 4 menciones
I've Heard the Ammonite Murmur,1992,12 puntos con 4 menciones
Silverlake Life: The View from Here,1993,12 puntos con 4 menciones
Under Pressure,1935,12 puntos con 4 menciones
At Uluru,1978,12 puntos con 3 menciones
At the Horizon,2017,12 puntos con 3 menciones
Bérénice,1983,12 puntos con 3 menciones
Correspondences,2016,12 puntos con 3 menciones
Love in the Time of Twilight,1995,12 puntos con 3 menciones
Mind of Clay,1985,12 puntos con 3 menciones
Seisaku's Wife,1965,12 puntos con 3 menciones
The Charterhouse of Parma,1982,12 puntos con 3 menciones
The Great Man's Lady,1942,12 puntos con 3 menciones
"¡Bruja, más que bruja!",1977,12 puntos con 3 menciones
Mobip,2020,12 puntos con 2 menciones
Bärbel and Charly,1994,11 puntos con 4 menciones
Down to the Sea in Ships,1949,11 puntos con 4 menciones
Frontier Marshal,1939,11 puntos con 4 menciones
Journal de septembre,2019,11 puntos con 4 menciones
L. Cohen,2018,11 puntos con 4 menciones
The Rise and Fall of Legs Diamond,1960,11 puntos con 4 menciones
Chris the Swiss,2018,11 puntos con 3 menciones
Germinal,1913,11 puntos con 3 menciones
"H.M. Pulham, Esq.",1941,11 puntos con 3 menciones
Honeymoon,1998,11 puntos con 3 menciones
Hours for Jerome,1982,11 puntos con 3 menciones
Intimacies,2012,11 puntos con 3 menciones
Jesus,2018,11 puntos con 3 menciones
Khtobtogone,2021,11 puntos con 3 menciones
Once More,1988,11 puntos con 3 menciones
Remember the Day,1941,11 puntos con 3 menciones
The Adventures of Robert Macaire,1925,11 puntos con 3 menciones
The Mark of Lilith,1986,11 puntos con 3 menciones
The Rising of the Moon,1957,11 puntos con 3 menciones
The Unforgettable,1967,11 puntos con 3 menciones
Uranes,2013,11 puntos con 3 menciones
Final Accord,1936,11 puntos con 2 menciones
Japanese War Bride,1952,11 puntos con 2 menciones
Sapovnela,1959,11 puntos con 2 menciones
Under the Sun of Rome,1948,11 puntos con 2 menciones
Illuminated Texts,1982,10 puntos con 4 menciones
M/Other,1999,10 puntos con 4 menciones
Margarita y el lobo,1969,10 puntos con 4 menciones
Beijing Watermelon,1989,10 puntos con 3 menciones
Después de… Segunda parte: atado y bien atado,1981,10 puntos con 3 menciones
H Story,2001,10 puntos con 3 menciones
Lost Book Found,1996,10 puntos con 3 menciones
Ray Gun Virus,1966,10 puntos con 3 menciones
Reprisal!,1956,10 puntos con 3 menciones
Side/Walk/Shuttle,1992,10 puntos con 3 menciones
Sodom,1989,10 puntos con 3 menciones
The Dreamed Films,2010,10 puntos con 3 menciones
The Eyes Leave a Trace,1952,10 puntos con 3 menciones
The Kidnapping,1934,10 puntos con 3 menciones
The Steel Trap,1952,10 puntos con 3 menciones
White Paws,1949,10 puntos con 3 menciones
Yara,2018,10 puntos con 3 menciones
"Beirut, Never Again",1976,10 puntos con 2 menciones
Echoes of Silence,1965,10 puntos con 2 menciones
El camino,1964,10 puntos con 2 menciones
Heimat Is a Space in Time,2019,10 puntos con 2 menciones
Maddened by His Absence,2012,10 puntos con 2 menciones
Metal Detector Maniac,2021,10 puntos con 2 menciones
Mujeres que trabajan,1938,10 puntos con 2 menciones
Oriana,1985,10 puntos con 2 menciones
The Boxer and Death,1963,10 puntos con 2 menciones
The Mess,2016,10 puntos con 2 menciones
The Names of Christ,2010,10 puntos con 2 menciones
The Story of Dr. Wassell,1944,10 puntos con 2 menciones
Tokyo Profile,1953,10 puntos con 2 menciones
These Thousand Hills,1959,9 puntos con 5 menciones
Pine Flat,2006,9 puntos con 4 menciones
"The Eyes, the Mouth",1982,9 puntos con 4 menciones
The Nail in the Boot,1931,9 puntos con 4 menciones
The Theatre of the Matters,1977,9 puntos con 4 menciones
Elegy of the North,1957,9 puntos con 3 menciones
"Fedra, the Devil's Daughter",1956,9 puntos con 3 menciones
Glide of Transparency,2016,9 puntos con 3 menciones
"Little Man, What Now?",1934,9 puntos con 3 menciones
Parallel I–IV,2014,9 puntos con 3 menciones
Pravda,1970,9 puntos con 3 menciones
The Expedition,1962,9 puntos con 3 menciones
The Legend of Time,2006,9 puntos con 3 menciones
Through the Forest,2005,9 puntos con 3 menciones
Warm Current,1957,9 puntos con 3 menciones
"Wolfram, a Saliva do Lobo",2010,9 puntos con 3 menciones
AMOR,1980,9 puntos con 2 menciones
Babel: A Letter to My Friends Left Behind in Belgium,1991,9 puntos con 2 menciones
Circle of Danger,1951,9 puntos con 2 menciones
El diputado,1978,9 puntos con 2 menciones
"Elisa, My Life",1977,9 puntos con 2 menciones
Ensayo final,1955,9 puntos con 2 menciones
February,2020,9 puntos con 2 menciones
"Good-bye, My Lady",1956,9 puntos con 2 menciones
Mazurka,1935,9 puntos con 2 menciones
Middle of the Night,1959,9 puntos con 2 menciones
Moon's Pool,1973,9 puntos con 2 menciones
Mother Krause's Journey to Happiness,1929,9 puntos con 2 menciones
Respite,2007,9 puntos con 2 menciones
Return of the Texan,1952,9 puntos con 2 menciones
Short Fuse,1992,9 puntos con 2 menciones
The Last Flight,1931,9 puntos con 2 menciones
The Passengers,1999,9 puntos con 2 menciones
The Village Teacher,1947,9 puntos con 2 menciones
The Wishful Thinkers,2013,9 puntos con 2 menciones
Triste,1996,9 puntos con 2 menciones
Voluptuous Sleep,2011,9 puntos con 2 menciones
Thunderhoof,1948,8 puntos con 4 menciones
Where Chimneys Are Seen,1953,8 puntos con 4 menciones
A Man's Neck,1933,8 puntos con 3 menciones
Easter Morning,2008,8 puntos con 3 menciones
Four Steps in the Clouds,1942,8 puntos con 3 menciones
From Saturday to Sunday,1931,8 puntos con 3 menciones
Madrid,1987,8 puntos con 3 menciones
Together Apart,2019,8 puntos con 3 menciones
"What Places of Heaven, What Planets Directed, How Long the Effects? or, The General Accidents of the World",2013,8 puntos con 3 menciones
Actus,1986,8 puntos con 2 menciones
Beauty Lives in Freedom,2018,8 puntos con 2 menciones
Bloody Flesh,1983,8 puntos con 2 menciones
Blue Express,1929,8 puntos con 2 menciones
Bountiful Summer,1951,8 puntos con 2 menciones
Captain from Castile,1947,8 puntos con 2 menciones
Club Havana,1945,8 puntos con 2 menciones
Dialogues of the Exiles,1975,8 puntos con 2 menciones
El grano de mostaza,1962,8 puntos con 2 menciones
Elieli v.1 (Love After Love),2019,8 puntos con 2 menciones
Faat Kiné,2001,8 puntos con 2 menciones
Farewell to the Summer Light,1968,8 puntos con 2 menciones
"Five Year Diary, Reel 22: A Short Affair (and) Going Crazy (August 23–September 1, 1982)",1982,8 puntos con 2 menciones
Four Diamonds,2016,8 puntos con 2 menciones
Heard She Got Married,2021,8 puntos con 2 menciones
Independencia,2009,8 puntos con 2 menciones
Les Paradis perdus,2006,8 puntos con 2 menciones
Let Us Live,1939,8 puntos con 2 menciones
Light in the Tropics,2020,8 puntos con 2 menciones
Maine-Ocean Express,1986,8 puntos con 2 menciones
Margie,1946,8 puntos con 2 menciones
Nothing Ever Happens,1963,8 puntos con 2 menciones
On Memory,2021,8 puntos con 2 menciones
Pasadena Freeway Stills,1974,8 puntos con 2 menciones
Rembetiko,1983,8 puntos con 2 menciones
Shibuya - Tokyo,2010,8 puntos con 2 menciones
Something to Remind Me,2001,8 puntos con 2 menciones
The Antiquities of Rome,1989,8 puntos con 2 menciones
The Burning Crucible,1923,8 puntos con 2 menciones
The Inheritance,1980,8 puntos con 2 menciones
The North Calotte,1991,8 puntos con 2 menciones
The Shiinomi School,1955,8 puntos con 2 menciones
The Swindlers,1959,8 puntos con 2 menciones
Tokyo Marigold,2001,8 puntos con 2 menciones
White Hell of Pitz Palu,1929,8 puntos con 2 menciones
Liberty at Night,1984,7 puntos con 4 menciones
Plumb Line,1971,7 puntos con 4 menciones
A Simple Story,1959,7 puntos con 3 menciones
Cábala caníbal,2015,7 puntos con 3 menciones
In Those Days,1947,7 puntos con 3 menciones
La Veda,2018,7 puntos con 3 menciones
Mamá es boba,1997,7 puntos con 3 menciones
Oriental Elegy,1996,7 puntos con 3 menciones
Solidarity,1973,7 puntos con 3 menciones
The House on Trubnaya,1928,7 puntos con 3 menciones
Two Wives,1967,7 puntos con 3 menciones
Uniform,2003,7 puntos con 3 menciones
20th Century Nostalgia,1997,7 puntos con 2 menciones
A Body in the Woods,1996,7 puntos con 2 menciones
A Child’s Garden and the Serious Sea,1991,7 puntos con 2 menciones
A Distant Cry from Spring,1980,7 puntos con 2 menciones
After This Our Exile,2006,7 puntos con 2 menciones
After the Reconciliation,2000,7 puntos con 2 menciones
Anatomia do Espectador,1975,7 puntos con 2 menciones
Another Life,2013,7 puntos con 2 menciones
Anxiety,1998,7 puntos con 2 menciones
Aurélia Steiner (Melbourne),1979,7 puntos con 2 menciones
Back to Stay,2011,7 puntos con 2 menciones
Black Wind,1965,7 puntos con 2 menciones
Cada ver es...,1983,7 puntos con 2 menciones
Carnegie Hall,1947,7 puntos con 2 menciones
Cinematic Correspondences: Jonas Mekas - J.L. Guerin,2011,7 puntos con 2 menciones
Dawn at Socorro,1954,7 puntos con 2 menciones
Dearest Executioners,1977,7 puntos con 2 menciones
Fragment of an Empire,1929,7 puntos con 2 menciones
Gaucín,2020,7 puntos con 2 menciones
Isn't Life Wonderful,1924,7 puntos con 2 menciones
Killer,1998,7 puntos con 2 menciones
Living in Seville,1978,7 puntos con 2 menciones
Marisa,2009,7 puntos con 2 menciones
Maya Miriga,1984,7 puntos con 2 menciones
Most Dangerous Man Alive,1961,7 puntos con 2 menciones
New Left Note,1982,7 puntos con 2 menciones
Oh! Man,2004,7 puntos con 2 menciones
P3nd3jo5,2013,7 puntos con 2 menciones
Poachers,1975,7 puntos con 2 menciones
Poppies and Sailboats,2001,7 puntos con 2 menciones
Rosa de Areia,1989,7 puntos con 2 menciones
Shooting Star Summer Solstice,2020,7 puntos con 2 menciones
Six fois deux/Sur et sous la communication,1976,7 puntos con 2 menciones
Son nom de Venise dans Calcutta désert,1976,7 puntos con 2 menciones
Tender Is the Night,1962,7 puntos con 2 menciones
The Dancer and the Thief,2009,7 puntos con 2 menciones
The Esoteric Retina,1994,7 puntos con 2 menciones
The Lighthouse Keepers,1929,7 puntos con 2 menciones
The Love of Jeanne Ney,1927,7 puntos con 2 menciones
The Messiah,1975,7 puntos con 2 menciones
The Mysteries,1968,7 puntos con 2 menciones
The Nest,1980,7 puntos con 2 menciones
The Prince of Homburg,1997,7 puntos con 2 menciones
The Red Lanterns,1963,7 puntos con 2 menciones
What Now? Remind Me,2013,7 puntos con 2 menciones
Words of Mercury,2011,7 puntos con 2 menciones
All the Ships at Sea,2004,6 puntos con 3 menciones
Maravillas,1981,6 puntos con 3 menciones
"Sobibor, October 14, 1943, 4 p.m.",2001,6 puntos con 3 menciones
Sorrow and Joy,2013,6 puntos con 3 menciones
A Girl in Black,1956,6 puntos con 2 menciones
A Pool Without Water,1982,6 puntos con 2 menciones
A very long exposure time,2020,6 puntos con 2 menciones
All Around Us,2008,6 puntos con 2 menciones
Alone in the Dark,1978,6 puntos con 2 menciones
Between the hotel and city hall,2020,6 puntos con 2 menciones
Burning,2002,6 puntos con 2 menciones
Chronicle of Flaming Years,1960,6 puntos con 2 menciones
Constellations,2013,6 puntos con 2 menciones
Cosas de mi vida,1976,6 puntos con 2 menciones
Day of Despair,1992,6 puntos con 2 menciones
Eika Katappa,1969,6 puntos con 2 menciones
Foul Play,1977,6 puntos con 2 menciones
"Freeze, Die, Come to Life",1990,6 puntos con 2 menciones
Give Me a Home,1991,6 puntos con 2 menciones
Guest,2010,6 puntos con 2 menciones
Immensee,1943,6 puntos con 2 menciones
In the Bathtub of the World,2001,6 puntos con 2 menciones
In the Stone House,2012,6 puntos con 2 menciones
It's Not Good for a Man to Be Alone,1973,6 puntos con 2 menciones
Joan Crawford's Home Movies,1942,6 puntos con 2 menciones
La Dolorosa,1934,6 puntos con 2 menciones
La calle del Agua,2020,6 puntos con 2 menciones
La siesta,1976,6 puntos con 2 menciones
Macaroni,1985,6 puntos con 2 menciones
Magdalena Viraga,1986,6 puntos con 2 menciones
Man on the Tracks,1957,6 puntos con 2 menciones
My Beloved Juan,1950,6 puntos con 2 menciones
My Stinking Kid,2004,6 puntos con 2 menciones
My Tears Are Dry,2009,6 puntos con 2 menciones
Night Passage,2004,6 puntos con 2 menciones
Night River,1956,6 puntos con 2 menciones
Numax presenta...,1980,6 puntos con 2 menciones
Skagafjördur,2004,6 puntos con 2 menciones
Special Section,1975,6 puntos con 2 menciones
Station,1981,6 puntos con 2 menciones
Story of a Single Night,1941,6 puntos con 2 menciones
Sylvia and the Ghost,1946,6 puntos con 2 menciones
The Birthday,2004,6 puntos con 2 menciones
The Crown Jewels of Iran,1965,6 puntos con 2 menciones
The Far Shore,1976,6 puntos con 2 menciones
The Long Absence,1961,6 puntos con 2 menciones
The Lovers,1994,6 puntos con 2 menciones
The Mender of Nets,1912,6 puntos con 2 menciones
The Wandering Princess,1960,6 puntos con 2 menciones
The Way Out Is The Way Two,2012,6 puntos con 2 menciones
Tih Minh,1918,6 puntos con 2 menciones
To Die in Madrid,1963,6 puntos con 2 menciones
Trains Are for Dreaming,2009,6 puntos con 2 menciones
Video Blues,2019,6 puntos con 2 menciones
Wuthering Heights,1985,6 puntos con 2 menciones
async - first light,2017,6 puntos con 2 menciones
All Star Video,1985,6 puntos con 1 menciones
Arabic Numeral Series 7,1981,6 puntos con 1 menciones
Beppie,1965,6 puntos con 1 menciones
Cyclops,1987,6 puntos con 1 menciones
Der eingebildete Kranke,1935,6 puntos con 1 menciones
Efpsychi,1983,6 puntos con 1 menciones
Filmclub Newsreel,1930,6 puntos con 1 menciones
From Bakersfield to Mojave,2021,6 puntos con 1 menciones
From Mayerling to Sarajevo,1940,6 puntos con 1 menciones
Harmonica,1971,6 puntos con 1 menciones
Heaven Over the Marshes,1949,6 puntos con 1 menciones
"I Was, I Am, I Will Be",2019,6 puntos con 1 menciones
"Karagoez catalogo 9,5",1981,6 puntos con 1 menciones
La cabalgata del circo,1945,6 puntos con 1 menciones
La fiesta no es para feos,2020,6 puntos con 1 menciones
La leona,1991,6 puntos con 1 menciones
La matanza caníbal de los garrulos lisérgicos,1993,6 puntos con 1 menciones
La plage,1992,6 puntos con 1 menciones
La quena de la muerte,1928,6 puntos con 1 menciones
La venganza de don Mendo,1961,6 puntos con 1 menciones
Los Tarantos,1963,6 puntos con 1 menciones
Man With No Name,2010,6 puntos con 1 menciones
Manifeste,2002,6 puntos con 1 menciones
Miroirs Obscurs,2003,6 puntos con 1 menciones
Motel Cactus,1997,6 puntos con 1 menciones
Pachamama: Our Land,1995,6 puntos con 1 menciones
Palinode,1970,6 puntos con 1 menciones
Portraits in a Sea of Lies,2010,6 puntos con 1 menciones
Resurrection,1931,6 puntos con 1 menciones
Stranger at My Door,1956,6 puntos con 1 menciones
Surrender,1950,6 puntos con 1 menciones
Tasio,1984,6 puntos con 1 menciones
"Tetsuo, condenado al fracaso",1998,6 puntos con 1 menciones
The Abyss,1977,6 puntos con 1 menciones
The Apple Game,1977,6 puntos con 1 menciones
The Elusive Corporal,1962,6 puntos con 1 menciones
The Flying Sneaker,1991,6 puntos con 1 menciones
The Gallery of Monsters,1924,6 puntos con 1 menciones
The Garden That Tilts,1975,6 puntos con 1 menciones
The Girl in the Rumor,1935,6 puntos con 1 menciones
The Last Betrothal,1973,6 puntos con 1 menciones
The Lonely Shore,1962,6 puntos con 1 menciones
The Mad Songs of Fernanda Hussein,2001,6 puntos con 1 menciones
The Supper,1974,6 puntos con 1 menciones
The Tantalizing Fly,1919,6 puntos con 1 menciones
This Is Me,2000,6 puntos con 1 menciones
… ere erera baleibu izik subua aruaren…,1970,6 puntos con 1 menciones
Freaky Farley,2007,5 puntos con 3 menciones
Kanchana Sita,1978,5 puntos con 3 menciones
My Dear Subject,1988,5 puntos con 3 menciones
Rio Conchos,1964,5 puntos con 3 menciones
The Wrestler and the Clown,1957,5 puntos con 3 menciones
A Story for the Modlins,2012,5 puntos con 2 menciones
A Voluntary Year,2019,5 puntos con 2 menciones
Affair in the Snow,1968,5 puntos con 2 menciones
Ainhoa: That's Not Me,2018,5 puntos con 2 menciones
Allotria,1936,5 puntos con 2 menciones
Christmas by Your Friends,1978,5 puntos con 2 menciones
Corridor of Mirrors,1948,5 puntos con 2 menciones
Dessert for Constance,1981,5 puntos con 2 menciones
Duelo en la cañada,1959,5 puntos con 2 menciones
Dyn Amo,1972,5 puntos con 2 menciones
Embrujo,1948,5 puntos con 2 menciones
Flames,1978,5 puntos con 2 menciones
"For Example, Argentina",1985,5 puntos con 2 menciones
Good Sam,1948,5 puntos con 2 menciones
Guilt,1988,5 puntos con 2 menciones
Hide and Seek,1996,5 puntos con 2 menciones
Impasse,1967,5 puntos con 2 menciones
Juan: As if nothing ever happened,1987,5 puntos con 2 menciones
Last Known Address,1970,5 puntos con 2 menciones
Live to Live,2015,5 puntos con 2 menciones
Louis Lumière,1968,5 puntos con 2 menciones
Lunch Break,2008,5 puntos con 2 menciones
Lynx Reel,1987,5 puntos con 2 menciones
Montparnasse,2009,5 puntos con 2 menciones
No One's Ark,2003,5 puntos con 2 menciones
Ramblers,2003,5 puntos con 2 menciones
Ratatouille,2021,5 puntos con 2 menciones
Riddance,1973,5 puntos con 2 menciones
Sanz and the Secret of His Art,1918,5 puntos con 2 menciones
Something Between Us,2015,5 puntos con 2 menciones
Souvenirs de Madrid,2009,5 puntos con 2 menciones
The Anchorite,1976,5 puntos con 2 menciones
The Blizzard,1964,5 puntos con 2 menciones
The Passing,1991,5 puntos con 2 menciones
The Winning of Barbara Worth,1926,5 puntos con 2 menciones
The Woman Who Dared,1944,5 puntos con 2 menciones
Thigh Line Lyre Triangular,1961,5 puntos con 2 menciones
We Spin Around the Night Consumed by the Fire,1978,5 puntos con 2 menciones
Your Fingertips,2007,5 puntos con 2 menciones
[...] craving for narrative,2015,5 puntos con 2 menciones
100 Years of Adolf Hitler – The Last Hour in the Führerbunker,1989,5 puntos con 1 menciones
1860,1934,5 puntos con 1 menciones
A Girl in Summer,1986,5 puntos con 1 menciones
A Grasscutter's Tale,1985,5 puntos con 1 menciones
A Short Film About the Indio Nacional,2005,5 puntos con 1 menciones
Aka Ana,2008,5 puntos con 1 menciones
Akbar in Cineland,1969,5 puntos con 1 menciones
Aliens,2017,5 puntos con 1 menciones
Am Meer,1995,5 puntos con 1 menciones
Amelia and the Angel,1958,5 puntos con 1 menciones
And Still I Believe,1974,5 puntos con 1 menciones
AntiFaust,1993,5 puntos con 1 menciones
Arcane Sorcerer,1996,5 puntos con 1 menciones
Arch of Triumph,1948,5 puntos con 1 menciones
Arroz con leche,1950,5 puntos con 1 menciones
Arteria magna in dolore laterali,1979,5 puntos con 1 menciones
Assassination Tango,2002,5 puntos con 1 menciones
Asta e,2001,5 puntos con 1 menciones
Augustine of Hippo,1972,5 puntos con 1 menciones
Babi Yar. Context,2021,5 puntos con 1 menciones
Barrio,1947,5 puntos con 1 menciones
"Beaubourg, centre d'art et de culture",1977,5 puntos con 1 menciones
Berlin Chamissoplatz,1980,5 puntos con 1 menciones
Berlin-Alexanderplatz: The Story of Franz Biberkopf,1931,5 puntos con 1 menciones
Bilbao,1978,5 puntos con 1 menciones
Birth Certificate,1961,5 puntos con 1 menciones
Birth/Mother,2006,5 puntos con 1 menciones
Black Angel,1998,5 puntos con 1 menciones
Black Liberation,1967,5 puntos con 1 menciones
Black Samurai,1977,5 puntos con 1 menciones
Black Sun,2005,5 puntos con 1 menciones
Black TV,1968,5 puntos con 1 menciones
Blanca's Weddings,1975,5 puntos con 1 menciones
Book of Days,1989,5 puntos con 1 menciones
Boule de Suif,1934,5 puntos con 1 menciones
Brise-glace,1988,5 puntos con 1 menciones
Broken Silence,2001,5 puntos con 1 menciones
Broken Windows,2012,5 puntos con 1 menciones
Bruges-La-Morte,1978,5 puntos con 1 menciones
Bullfighter and the Lady,1951,5 puntos con 1 menciones
Calabria,2016,5 puntos con 1 menciones
"Caracas, dos o tres cosas",1969,5 puntos con 1 menciones
Carnival Sunday,1945,5 puntos con 1 menciones
Chronicles of a Lying Spirit (by Kelly Gabron),1992,5 puntos con 1 menciones
Cinema Sabaya,2021,5 puntos con 1 menciones
Cloro,2014,5 puntos con 1 menciones
"Come Back, Africa",1959,5 puntos con 1 menciones
Come Next Spring,1956,5 puntos con 1 menciones
Comedy of Lysistrata,1989,5 puntos con 1 menciones
"Communism and the Net, or the End of Representative Democracy",2019,5 puntos con 1 menciones
Como un avión estrellado,2005,5 puntos con 1 menciones
Coronation,2000,5 puntos con 1 menciones
Cow Lowing Among Ruins,2020,5 puntos con 1 menciones
Crime and Punishment,2007,5 puntos con 1 menciones
Da Vinci,2012,5 puntos con 1 menciones
Don't Change Hands,1975,5 puntos con 1 menciones
Don't Forget You're Going to Die,1995,5 puntos con 1 menciones
Dream Lovers,1986,5 puntos con 1 menciones
Emergency Kisses,1989,5 puntos con 1 menciones
Episodes from the Secret Life,1982,5 puntos con 1 menciones
Escala en la ciudad,1935,5 puntos con 1 menciones
Evening Rain,1980,5 puntos con 1 menciones
Film Is. a Girl & a Gun,2009,5 puntos con 1 menciones
Flight Into Darkness,1935,5 puntos con 1 menciones
Flowers From Another World,1999,5 puntos con 1 menciones
Fos-sur-mer,1972,5 puntos con 1 menciones
Four's a Crowd,1938,5 puntos con 1 menciones
From Moscow to Pietushki,1990,5 puntos con 1 menciones
Fulano y Mengano,1957,5 puntos con 1 menciones
Giverny I (Négresse Impériale),2018,5 puntos con 1 menciones
Half of Oscar,2010,5 puntos con 1 menciones
Half-Price,2003,5 puntos con 1 menciones
Hannah Wilke Through the Large Glass,1976,5 puntos con 1 menciones
Hardly a Criminal,1949,5 puntos con 1 menciones
Holiday for Henrietta,1952,5 puntos con 1 menciones
Hunting Rifle,1961,5 puntos con 1 menciones
Hurry Sundown,1967,5 puntos con 1 menciones
I Was Nineteen,1968,5 puntos con 1 menciones
In the Night,1929,5 puntos con 1 menciones
Invisible Adversaries,1977,5 puntos con 1 menciones
Juliet in Love,2000,5 puntos con 1 menciones
Kill and Be Killed,1962,5 puntos con 1 menciones
L'Invention du monde,1952,5 puntos con 1 menciones
Late and Deep,2011,5 puntos con 1 menciones
Leaving Hope,2019,5 puntos con 1 menciones
"Legacy of the 500,000",1963,5 puntos con 1 menciones
Lessons at the End of Spring,1990,5 puntos con 1 menciones
Liliom,1934,5 puntos con 1 menciones
Line Describing a Cone,1973,5 puntos con 1 menciones
Lisa and Suzanne,1972,5 puntos con 1 menciones
Little White Dove,1973,5 puntos con 1 menciones
Loco Fever,2001,5 puntos con 1 menciones
Looks and Smiles,1981,5 puntos con 1 menciones
Looping the Loop,1928,5 puntos con 1 menciones
Los verdes paraísos,1947,5 puntos con 1 menciones
Lulu,1978,5 puntos con 1 menciones
