url_peli,Title,Year,tmdb_type,tmdb_id
/film/paula-contra-la-mitad-mas-uno/,Paula contra la mitad más uno,1971,movie,614057.0
/film/rodrigo-d-no-future/,Rodrigo D. No Future,1990,movie,177579.0
/film/seen-not-seen/,"Seen, Not Seen",2013,movie,233941.0
/film/son-of-the-bride/,Son of the Bride,2001,movie,19460.0
/film/sao-paulo-a-metropolitan-symphony/,"São Paulo, a Metropolitan Symphony",1929,movie,190079.0
/film/the-aura/,The Aura,2005,movie,13653.0
/film/the-barracks-1945/,The Barracks,1945,movie,194154.0
/film/the-battle-of-chile-part-iii/,The Battle of Chile: Part III,1979,movie,132150.0
/film/the-blonds/,The Blonds,2003,movie,193302.0
/film/the-brute/,The Brute,1953,movie,42502.0
/film/the-currents/,The Currents,2025,movie,1031084.0
/film/the-first-charge-of-the-machete/,The First Charge of the Machete,1969,movie,264972.0
/film/the-headless-woman/,The Headless Woman,2008,movie,8898.0
/film/the-mansion-of-madness/,The Mansion of Madness,1973,movie,95551.0
/film/the-moon-in-the-mirror/,The Moon in the Mirror,1990,movie,110933.0
/film/the-strong-ones/,The Strong Ones,2019,movie,637860.0
/film/the-unscrupulous-ones/,The Unscrupulous Ones,1962,movie,28525.0
/film/the-wave-1936/,The Wave,1936,movie,195522
/film/the-way-he-looks/,The Way He Looks,2014,movie,237791.0
/film/the-white-rose-1961/,The White Rose,1961,movie,344763.0
/film/to-the-left-of-the-father/,To the Left of the Father,2001,movie,60141
/film/twilight-1945/,Twilight,1945,movie,298275.0
/film/vadi-samvadi/,Vadi-Samvadi,1981,movie,475607.0
/film/la-cucaracha-1959/,La Cucaracha,1959,movie,102634.0
/film/memoirs-of-a-strangler-of-blondes/,Memoirs of a Strangler of Blondes,1971,movie,249556.0
/film/the-sun-quartet/,The Sun Quartet,2017,movie,554128.0
/film/the-untamed/,The Untamed,2016,movie,387801.0
/film/a-useful-life/,A Useful Life,2010,movie,81523.0
/film/a-la-sombra-del-sol/,A la sombra del sol,1974,movie,422763.0
/film/antonio-das-mortes/,Antonio das Mortes,1969,movie,74349
/film/argentina-1985/,Argentina 1985,2022,movie,714888.0
/film/assault-on-the-pay-train/,Assault on the Pay Train,1962,movie,86379.0
/film/black-pit-of-dr-m/,Black Pit of Dr. M,1959,movie,101745.0
/film/bolivar-a-tropical-symphony/,"Bolívar, a Tropical Symphony",1979,movie,218841
/film/castle-of-purity/,Castle of Purity,1972,movie,47582.0
/film/crane-world/,Crane World,1999,movie,101338.0
/film/dark-angel-1942/,Dark Angel,1942,movie,295230.0
/film/di-cavalcanti-di-glauber/,Di Cavalcanti Di Glauber,1977,movie,74364.0
/film/dont-you-let-me-go/,Don't You Let Me Go,2024,movie,1275987.0
/film/dona-barbara/,Doña Bárbara,1943,movie,154629.0
/film/elite-squad/,Elite Squad,2007,movie,7347.0
/film/elite-squad-the-enemy-within/,Elite Squad: The Enemy Within,2010,movie,47931.0
/film/escala-en-la-ciudad/,Escala en la ciudad,1935,movie,403705.0
/film/hanoi-tuesday-13th/,"Hanoi, Tuesday 13th",1968,movie,151490.0
/film/hidden-river-1948/,Hidden River,1948,movie,119793
/film/history-of-brazil/,History of Brazil,1974,movie,74367.0
/film/improper-conduct/,Improper Conduct,1984,movie,211835.0
/film/inca-de-oro/,Inca de Oro,1996,movie,707921.0
/film/jackal-of-nahueltoro/,Jackal of Nahueltoro,1969,movie,72855.0
/film/juan-moreira/,Juan Moreira,1973,movie,127467
/film/kukuli/,Kukuli,1961,movie,257604.0
/film/kuntur-wachana/,Kuntur Wachana,1977,movie,468165
/film/la-cocina-2024/,La Cocina,2024,movie,966238.0
/film/la-ausencia-1968/,La ausencia,1968,movie,1049413.0
/film/las-piranas/,Las pirañas,1967,movie,252548.0
/film/lightning-dance/,Lightning Dance,2018,movie,697838.0
/film/maria-of-my-heart/,Maria of My Heart,1979,movie,194170.0
/film/pachamama-our-land/,Pachamama: Our Land,1995,movie,232525.0
/film/pistol-duel/,Pistol Duel,1896,movie,193804.0
/film/popsicles/,Popsicles,1984,movie,490439.0
/film/retratos-de-identificacao/,Retratos de Identificação,2014,movie,374552.0
/film/revolution-1963/,Revolution,1963,movie,345188
/film/robinson-crusoe-island/,Robinson Crusoe Island,1999,movie,132153.0
/film/satanic-pandemonium/,Satanic Pandemonium,1975,movie,57084.0
/film/sea-of-roses/,Sea of Roses,1977,movie,236310.0
/film/the-angel-was-born/,The Angel Was Born,1969,movie,86238.0
