Title,Year,Review
The Royal Tenenbaums,2001,38 puntos con 16 menciones
Demonlover,2002,37 puntos con 14 menciones
Suzhou River,2000,36 puntos con 16 menciones
Trouble Every Day,2001,36 puntos con 13 menciones
After the Reconciliation,2000,36 puntos con 12 menciones
Master and Commander: The Far Side of the World,2003,36 puntos con 11 menciones
Spider-Man 2,2004,35 puntos con 14 menciones
Signs,2002,35 puntos con 13 menciones
Let the Right One In,2008,34 puntos con 11 menciones
The White Ribbon,2009,33 puntos con 12 menciones
In the Darkness of Time,2002,33 puntos con 11 menciones
All About Lily Chou-Chou,2001,33 puntos con 9 menciones
"Synecdoche, New York",2008,33 puntos con 9 menciones
The Bridge of Arts,2004,33 puntos con 9 menciones
Mysterious Skin,2004,33 puntos con 8 menciones
No Country for Old Men,2007,32 puntos con 12 menciones
Children of Men,2006,32 puntos con 10 menciones
Friday Night,2002,32 puntos con 10 menciones
Nobody Knows,2004,32 puntos con 10 menciones
Dogtooth,2009,31 puntos con 13 menciones
The Secret in Their Eyes,2009,31 puntos con 11 menciones
The World,2004,31 puntos con 10 menciones
Secret Things,2002,30 puntos con 9 menciones
Southland Tales,2006,30 puntos con 9 menciones
We Own the Night,2007,29 puntos con 11 menciones
Tale of Cinema,2005,29 puntos con 10 menciones
The Son's Room,2001,29 puntos con 9 menciones
Into the Picture Scroll: The Tale of Yamanaka Tokiwa,2004,29 puntos con 7 menciones
10 Skies,2004,29 puntos con 6 menciones
Star Wars: Episode III – Revenge of the Sith,2005,28 puntos con 11 menciones
The Death of Mr. Lazarescu,2005,28 puntos con 11 menciones
I Did Not Die,2008,28 puntos con 9 menciones
Work in Progress,2001,28 puntos con 9 menciones
On the Occasion of Remembering the Turning Gate,2002,27 puntos con 9 menciones
Our Beloved Month of August,2008,27 puntos con 9 menciones
Oh! Man,2004,27 puntos con 6 menciones
Night and Day,2008,26 puntos con 10 menciones
Old Joy,2006,26 puntos con 10 menciones
Blissfully Yours,2002,26 puntos con 9 menciones
An Injury to One,2002,26 puntos con 8 menciones
Lights in the Dusk,2006,26 puntos con 8 menciones
Paranoid Park,2007,26 puntos con 8 menciones
Collateral,2004,25 puntos con 12 menciones
Moulin Rouge!,2001,25 puntos con 9 menciones
Distant,2002,24 puntos con 9 menciones
Dogville,2003,24 puntos con 9 menciones
Dolls,2002,24 puntos con 6 menciones
Mary and Max,2009,23 puntos con 10 menciones
Café Lumière,2003,23 puntos con 7 menciones
Spider-Man,2002,23 puntos con 7 menciones
A New Life,2002,23 puntos con 6 menciones
Shin Chan: The Adult Empire Strikes Back,2001,23 puntos con 6 menciones
Lifeline,2002,22 puntos con 9 menciones
Come and Go,2003,22 puntos con 8 menciones
Where Does Your Hidden Smile Lie?,2001,22 puntos con 6 menciones
Paprika,2006,21 puntos con 10 menciones
Brokeback Mountain,2005,21 puntos con 9 menciones
A History of Violence,2005,21 puntos con 8 menciones
Man on Fire,2004,21 puntos con 7 menciones
Avatar,2009,21 puntos con 6 menciones
Cecil B. Demented,2000,21 puntos con 6 menciones
Love Exposure,2008,21 puntos con 6 menciones
What Time Is It There?,2001,21 puntos con 6 menciones
The Assassination of Jesse James by the Coward Robert Ford,2007,20 puntos con 11 menciones
Decasia: The State of Decay,2002,20 puntos con 7 menciones
Halloween II,2009,20 puntos con 7 menciones
Fat Girl,2001,20 puntos con 6 menciones
Spanglish,2004,20 puntos con 5 menciones
Birth,2004,19 puntos con 8 menciones
Frontier of Dawn,2008,19 puntos con 7 menciones
The Holy Girl,2004,19 puntos con 7 menciones
Gran Torino,2008,19 puntos con 6 menciones
Merry-Go-Round c. 1950,2004,19 puntos con 6 menciones
Russian Ark,2002,19 puntos con 6 menciones
Kill Bill: Vol. 2,2004,19 puntos con 5 menciones
Déjà Vu,2006,18 puntos con 6 menciones
The Dark Knight,2008,18 puntos con 6 menciones
Fake Blonde,2007,18 puntos con 5 menciones
The Mad Songs of Fernanda Hussein,2001,18 puntos con 4 menciones
Caché,2005,17 puntos con 7 menciones
Mission to Mars,2000,17 puntos con 7 menciones
Woman on the Beach,2006,17 puntos con 7 menciones
Mean Girls,2004,17 puntos con 6 menciones
My Winnipeg,2007,17 puntos con 6 menciones
Shara,2003,17 puntos con 6 menciones
Woman Is the Future of Man,2004,17 puntos con 6 menciones
25th Hour,2002,17 puntos con 5 menciones
The Uncertainty Principle,2002,17 puntos con 5 menciones
All the Real Girls,2003,17 puntos con 4 menciones
Atonement,2007,17 puntos con 4 menciones
H Story,2001,17 puntos con 4 menciones
Unbreakable,2000,16 puntos con 9 menciones
Adventureland,2009,16 puntos con 7 menciones
Marie Antoinette,2006,16 puntos con 7 menciones
35 Shots of Rum,2008,16 puntos con 6 menciones
Adaptation.,2002,16 puntos con 6 menciones
"Monsters, Inc.",2001,16 puntos con 6 menciones
Still Walking,2008,16 puntos con 6 menciones
The House of Mirth,2000,16 puntos con 6 menciones
The Duchess of Langeais,2007,16 puntos con 5 menciones
The Yards,2000,16 puntos con 5 menciones
"Workers, Peasants",2001,16 puntos con 4 menciones
The Legend of Time,2006,15 puntos con 7 menciones
WALL·E,2008,15 puntos con 7 menciones
American Psycho,2000,15 puntos con 6 menciones
Fantastic Mr. Fox,2009,15 puntos con 6 menciones
Far from Heaven,2002,15 puntos con 6 menciones
The Lady and the Duke,2001,15 puntos con 6 menciones
Artemide's Knee,2008,15 puntos con 5 menciones
Lilya 4-ever,2002,15 puntos con 5 menciones
The Lives of Others,2006,15 puntos con 5 menciones
The Lord of the Rings: The Return of the King,2003,15 puntos con 5 menciones
Threnody,2004,15 puntos con 5 menciones
Ritual,2000,15 puntos con 4 menciones
Gerry,2002,14 puntos con 8 menciones
Donnie Darko,2001,14 puntos con 7 menciones
"Spring, Summer, Fall, Winter... and Spring",2003,14 puntos con 7 menciones
Ten,2002,14 puntos con 7 menciones
Letter from a Filmmaker to His Daughter,2000,14 puntos con 6 menciones
Wild Innocence,2001,14 puntos con 6 menciones
Songs from the Second Floor,2000,14 puntos con 5 menciones
Antichrist,2009,14 puntos con 4 menciones
Before the Devil Knows You're Dead,2007,14 puntos con 4 menciones
Reflections of Evil,2002,14 puntos con 4 menciones
Su-ki-da,2005,14 puntos con 4 menciones
The Wayward Cloud,2005,14 puntos con 4 menciones
Virgin Stripped Bare by Her Bachelors,2000,14 puntos con 4 menciones
Y Tu Mamá También,2001,14 puntos con 4 menciones
Behind the Painting,2001,14 puntos con 3 menciones
Pride & Prejudice,2005,14 puntos con 3 menciones
Nightcap,2000,13 puntos con 7 menciones
Requiem for a Dream,2000,13 puntos con 6 menciones
Honour of the Knights,2006,13 puntos con 5 menciones
Respite,2007,13 puntos con 5 menciones
A Prophet,2009,13 puntos con 4 menciones
Bad Education,2004,13 puntos con 4 menciones
De nens,2003,13 puntos con 4 menciones
Public Enemies,2009,13 puntos con 4 menciones
The Class,2008,13 puntos con 4 menciones
The Weeping Meadow,2004,13 puntos con 4 menciones
Machuca,2004,13 puntos con 3 menciones
Hunger,2008,12 puntos con 5 menciones
Irreversible,2002,12 puntos con 5 menciones
The Life Aquatic with Steve Zissou,2004,12 puntos con 5 menciones
The Portuguese Nun,2009,12 puntos con 5 menciones
Yuki & Nina,2009,12 puntos con 5 menciones
Ghost World,2001,12 puntos con 4 menciones
Ghost in the Shell 2: Innocence,2004,12 puntos con 4 menciones
"Lust, Caution",2007,12 puntos con 4 menciones
Solitary Fragments,2007,12 puntos con 4 menciones
The Century of the Self,2002,12 puntos con 4 menciones
The Great Art of Knowing,2004,12 puntos con 4 menciones
This Is England,2006,12 puntos con 4 menciones
Toutes les nuits,2001,12 puntos con 4 menciones
Bamako,2006,12 puntos con 3 menciones
Blood Work,2002,12 puntos con 3 menciones
Lady in the Water,2006,12 puntos con 3 menciones
Mother,2009,12 puntos con 3 menciones
The Hours,2002,12 puntos con 3 menciones
Vincere,2009,12 puntos con 3 menciones
*Corpus Callosum,2002,11 puntos con 6 menciones
Black Book,2006,11 puntos con 5 menciones
Inglourious Basterds,2009,11 puntos con 5 menciones
The Happening,2008,11 puntos con 5 menciones
Amores Perros,2000,11 puntos con 4 menciones
Election 2,2006,11 puntos con 4 menciones
Joint Security Area,2000,11 puntos con 4 menciones
Los Muertos,2004,11 puntos con 4 menciones
Magic Mirror,2005,11 puntos con 4 menciones
Reprise,2006,11 puntos con 4 menciones
Road to Perdition,2002,11 puntos con 4 menciones
Secret Sunshine,2007,11 puntos con 4 menciones
The Best of Youth,2003,11 puntos con 4 menciones
The Magic Gloves,2003,11 puntos con 4 menciones
Tokyo Godfathers,2003,11 puntos con 4 menciones
Triple Agent,2004,11 puntos con 4 menciones
"You, the Living",2007,11 puntos con 4 menciones
Eccentricities of a Blonde-Haired Girl,2009,11 puntos con 3 menciones
In the City of Sylvia,2007,10 puntos con 6 menciones
Death Proof,2007,10 puntos con 4 menciones
La Morte Rouge,2006,10 puntos con 4 menciones
Memento,2000,10 puntos con 4 menciones
The Triplets of Belleville,2003,10 puntos con 4 menciones
Army of Crime,2009,10 puntos con 3 menciones
Melancholia,2008,10 puntos con 3 menciones
Pin Boy,2004,10 puntos con 3 menciones
RR,2007,10 puntos con 3 menciones
Stuck on You,2003,10 puntos con 3 menciones
Superbad,2007,10 puntos con 3 menciones
The Incredibles,2004,10 puntos con 3 menciones
The Profession of Arms,2001,10 puntos con 3 menciones
Tokyo Sonata,2008,10 puntos con 3 menciones
Tomorrow We Move,2004,10 puntos con 3 menciones
Trash Humpers,2009,10 puntos con 3 menciones
Women in the Mirror,2002,9 puntos con 5 menciones
After This Our Exile,2006,9 puntos con 4 menciones
Coraline,2009,9 puntos con 4 menciones
Last Days,2005,9 puntos con 4 menciones
Munich,2005,9 puntos con 4 menciones
Mysterious Object at Noon,2000,9 puntos con 4 menciones
Profit Motive and the Whispering Wind,2007,9 puntos con 4 menciones
Silent Light,2007,9 puntos con 4 menciones
A Serious Man,2009,9 puntos con 3 menciones
Battle Royale,2000,9 puntos con 3 menciones
Everything Will Be OK,2006,9 puntos con 3 menciones
Hero,2002,9 puntos con 3 menciones
Ken Park,2002,9 puntos con 3 menciones
The Ground,2001,9 puntos con 3 menciones
Three Times,2005,9 puntos con 3 menciones
Whisky,2004,9 puntos con 3 menciones
Double Tide,2009,9 puntos con 2 menciones
The Day I Became a Woman,2000,9 puntos con 2 menciones
Big Fish,2003,8 puntos con 4 menciones
Go Go Tales,2007,8 puntos con 4 menciones
Ichi the Killer,2001,8 puntos con 4 menciones
The Chaser,2008,8 puntos con 4 menciones
8 Women,2002,8 puntos con 3 menciones
A Christmas Tale,2008,8 puntos con 3 menciones
Apocalypto,2006,8 puntos con 3 menciones
Boarding Gate,2007,8 puntos con 3 menciones
Brand Upon the Brain!,2006,8 puntos con 3 menciones
Catch Me If You Can,2002,8 puntos con 3 menciones
Father of My Children,2009,8 puntos con 3 menciones
Last Life in the Universe,2003,8 puntos con 3 menciones
Mirrored Mind,2005,8 puntos con 3 menciones
Shirin,2008,8 puntos con 3 menciones
Spider-Man 3,2007,8 puntos con 3 menciones
The God of Day Had Gone Down Upon Him,2000,8 puntos con 3 menciones
Víctor Erice – Abbas Kiarostami: Correspondences,2007,8 puntos con 3 menciones
Aquí se construye (o Ya no existe el lugar donde nací),2000,8 puntos con 2 menciones
Deux,2002,8 puntos con 2 menciones
FLCL,2000,8 puntos con 2 menciones
Freddy Got Fingered,2001,8 puntos con 2 menciones
Lilo & Stitch,2002,8 puntos con 2 menciones
Nine Queens,2000,8 puntos con 2 menciones
Running on Karma,2003,8 puntos con 2 menciones
Spider,2002,8 puntos con 2 menciones
Still in Cosmos,2009,8 puntos con 2 menciones
Sweet Sixteen,2002,8 puntos con 2 menciones
The Banishment,2007,8 puntos con 2 menciones
The Pianist,2002,8 puntos con 2 menciones
About Elly,2009,7 puntos con 4 menciones
Broken Flowers,2005,7 puntos con 4 menciones
Eastern Promises,2007,7 puntos con 4 menciones
Mind Game,2004,7 puntos con 4 menciones
Oasis,2002,7 puntos con 4 menciones
Om Shanti Om,2007,7 puntos con 4 menciones
School of Rock,2003,7 puntos con 4 menciones
A Visit to the Louvre,2004,7 puntos con 3 menciones
Calle Santa Fe,2007,7 puntos con 3 menciones
Castaway on the Moon,2009,7 puntos con 3 menciones
Evolution of a Filipino Family,2004,7 puntos con 3 menciones
In Order Not to Be Here,2002,7 puntos con 3 menciones
Independencia,2009,7 puntos con 3 menciones
Of Time and the City,2008,7 puntos con 3 menciones
Prison Images,2000,7 puntos con 3 menciones
Retribution,2006,7 puntos con 3 menciones
Shaun of the Dead,2004,7 puntos con 3 menciones
The Pleasure of Being Robbed,2008,7 puntos con 3 menciones
The Wrestler,2008,7 puntos con 3 menciones
Valhalla Rising,2009,7 puntos con 3 menciones
War of the Worlds,2005,7 puntos con 3 menciones
Faat Kiné,2001,7 puntos con 2 menciones
Faithless,2000,7 puntos con 2 menciones
Fish Tank,2009,7 puntos con 2 menciones
La fe del volcán,2001,7 puntos con 2 menciones
Lady Chatterley,2006,7 puntos con 2 menciones
Peter Pan,2003,7 puntos con 2 menciones
Ratatouille,2007,7 puntos con 2 menciones
Sotiros,2000,7 puntos con 2 menciones
Sympathy for Mr. Vengeance,2002,7 puntos con 2 menciones
The Heart of the World,2000,7 puntos con 2 menciones
The Wind That Shakes the Barley,2006,7 puntos con 2 menciones
Tokyo Marigold,2001,7 puntos con 2 menciones
Vengeance,2009,7 puntos con 2 menciones
Women Workers Leaving the Factory,2005,7 puntos con 2 menciones
Disintegration Loop 1.1,2004,6 puntos con 4 menciones
Grizzly Man,2005,6 puntos con 4 menciones
Pine Flat,2006,6 puntos con 4 menciones
The Beaches of Agnès,2008,6 puntos con 4 menciones
Where the Wild Things Are,2009,6 puntos con 4 menciones
Birth/Mother,2006,6 puntos con 3 menciones
In Bruges,2008,6 puntos con 3 menciones
In the Cut,2003,6 puntos con 3 menciones
La Libertad,2001,6 puntos con 3 menciones
Lady Vengeance,2005,6 puntos con 3 menciones
Marseille,2004,6 puntos con 3 menciones
My Tears Are Dry,2009,6 puntos con 3 menciones
Seasons...,2002,6 puntos con 3 menciones
The Dreamers,2003,6 puntos con 3 menciones
The Milk of Sorrow,2009,6 puntos con 3 menciones
To Die Like a Man,2009,6 puntos con 3 menciones
25 Watts,2001,6 puntos con 2 menciones
5 Centimeters per Second,2007,6 puntos con 2 menciones
Cargo 200,2007,6 puntos con 2 menciones
Egg,2007,6 puntos con 2 menciones
Elegy of a Voyage,2001,6 puntos con 2 menciones
History Lessons,2000,6 puntos con 2 menciones
I'm Not There,2007,6 puntos con 2 menciones
Into the Wild,2007,6 puntos con 2 menciones
Liberty and Homeland,2002,6 puntos con 2 menciones
Mister Lonely,2007,6 puntos con 2 menciones
Mondays in the Sun,2002,6 puntos con 2 menciones
Playing,2007,6 puntos con 2 menciones
Sideways,2004,6 puntos con 2 menciones
Star Wars: Episode II – Attack of the Clones,2002,6 puntos con 2 menciones
Sullivan's Banks,2001,6 puntos con 2 menciones
The Bridesmaid,2004,6 puntos con 2 menciones
The Girl Who Leapt Through Time,2006,6 puntos con 2 menciones
The Joy of Life,2005,6 puntos con 2 menciones
The Man from London,2007,6 puntos con 2 menciones
The Matrix Reloaded,2003,6 puntos con 2 menciones
The Taste of Tea,2004,6 puntos con 2 menciones
The Visitation,2002,6 puntos con 2 menciones
Three Monkeys,2008,6 puntos con 2 menciones
Unknown Pleasures,2002,6 puntos con 2 menciones
Waking Life,2001,6 puntos con 2 menciones
Five Times Two,2004,6 puntos con 1 menciones
Paranoia Agent,2004,6 puntos con 1 menciones
Prince of Broadway,2008,6 puntos con 1 menciones
Rab Ne Bana Di Jodi,2008,6 puntos con 1 menciones
Santiago,2007,6 puntos con 1 menciones
Take Out,2004,6 puntos con 1 menciones
Divine Intervention,2002,5 puntos con 3 menciones
Elizabethtown,2005,5 puntos con 3 menciones
Ghosts of Mars,2001,5 puntos con 3 menciones
Lunch Break,2008,5 puntos con 3 menciones
Passion,2008,5 puntos con 3 menciones
Poppies and Sailboats,2001,5 puntos con 3 menciones
Private Fears in Public Places,2006,5 puntos con 3 menciones
Rehearsals for Retirement,2007,5 puntos con 3 menciones
Sparrow,2008,5 puntos con 3 menciones
Summer Hours,2008,5 puntos con 3 menciones
The Departed,2006,5 puntos con 3 menciones
Arbor Vitae,2000,5 puntos con 2 menciones
Blue,2002,5 puntos con 2 menciones
Cast Away,2000,5 puntos con 2 menciones
Common Wealth,2000,5 puntos con 2 menciones
Death and the Devil,2009,5 puntos con 2 menciones
Ginger Snaps,2000,5 puntos con 2 menciones
Hollow Man,2000,5 puntos con 2 menciones
Humiliated,2003,5 puntos con 2 menciones
Japón,2002,5 puntos con 2 menciones
Magadheera,2009,5 puntos con 2 menciones
Night Train,2007,5 puntos con 2 menciones
Ong-Bak,2003,5 puntos con 2 menciones
The Darjeeling Limited,2007,5 puntos con 2 menciones
The Limits of Control,2009,5 puntos con 2 menciones
The Time That Remains,2009,5 puntos con 2 menciones
The Vertical Ray of the Sun,2000,5 puntos con 2 menciones
Thief or Reality,2001,5 puntos con 2 menciones
Through the Forest,2005,5 puntos con 2 menciones
Throw Down,2004,5 puntos con 2 menciones
Twilight,2008,5 puntos con 2 menciones
À l'aventure,2008,5 puntos con 2 menciones
Around a Small Mountain,2009,5 puntos con 1 menciones
Blue Eyelids,2007,5 puntos con 1 menciones
C.R.A.Z.Y.,2005,5 puntos con 1 menciones
Climates,2006,5 puntos con 1 menciones
Cloverfield,2008,5 puntos con 1 menciones
"Coliseum - PJ Ladd's Wonderful, Horrible Life",2002,5 puntos con 1 menciones
Como un avión estrellado,2005,5 puntos con 1 menciones
Dunia,2005,5 puntos con 1 menciones
Election,2005,5 puntos con 1 menciones
Fat Choi Spirit,2002,5 puntos con 1 menciones
"Fuente Álamo, la caricia del tiempo",2001,5 puntos con 1 menciones
Giant,2009,5 puntos con 1 menciones
Glider,2001,5 puntos con 1 menciones
"It's Not Me, I Swear!",2008,5 puntos con 1 menciones
Kandahar,2001,5 puntos con 1 menciones
Lagaan: Once Upon a Time in India,2001,5 puntos con 1 menciones
Loft,2005,5 puntos con 1 menciones
Love Torn in a Dream,2000,5 puntos con 1 menciones
Madame Winger Makes a Film: A Survival Guide for the 21st Century,2001,5 puntos con 1 menciones
Mary,2005,5 puntos con 1 menciones
Memories of Matsuko,2006,5 puntos con 1 menciones
Morvern Callar,2002,5 puntos con 1 menciones
Okupas,2000,5 puntos con 1 menciones
Peixe-Lua,2000,5 puntos con 1 menciones
Perfume,2001,5 puntos con 1 menciones
Pierre or The Ambiguities,2001,5 puntos con 1 menciones
Pirates of the Caribbean: At World's End,2007,5 puntos con 1 menciones
Saw,2004,5 puntos con 1 menciones
Scala Milan AC,2005,5 puntos con 1 menciones
Shrek 2,2004,5 puntos con 1 menciones
Skagafjördur,2004,5 puntos con 1 menciones
"Sky, Wind, Fire, Water, Earth",2001,5 puntos con 1 menciones
Smoke Signs,2006,5 puntos con 1 menciones
Something More Than Night,2003,5 puntos con 1 menciones
Swades,2004,5 puntos con 1 menciones
The Caiman,2006,5 puntos con 1 menciones
The Curious Case of Benjamin Button,2008,5 puntos con 1 menciones
The Dangerous Thread of Things,2004,5 puntos con 1 menciones
The Odds of Recovery,2002,5 puntos con 1 menciones
The Rules of Attraction,2002,5 puntos con 1 menciones
The Story of the Weeping Camel,2003,5 puntos con 1 menciones
The Widows of Noirmoutier,2006,5 puntos con 1 menciones
Witch Madness,2000,5 puntos con 1 menciones
Woman of Breakwater,2003,5 puntos con 1 menciones
Word and Utopia,2000,5 puntos con 1 menciones
Billy Elliot,2000,4 puntos con 3 menciones
Mamma Mia!,2008,4 puntos con 3 menciones
28 Days Later,2002,4 puntos con 2 menciones
All the Fine Promises,2003,4 puntos con 2 menciones
Chain,2004,4 puntos con 2 menciones
Forgetting Sarah Marshall,2008,4 puntos con 2 menciones
Haze,2005,4 puntos con 2 menciones
Heartbeat Detector,2007,4 puntos con 2 menciones
House of Flying Daggers,2004,4 puntos con 2 menciones
I Killed My Mother,2009,4 puntos con 2 menciones
Infernal Affairs,2002,4 puntos con 2 menciones
Innocence,2004,4 puntos con 2 menciones
Kings and Queen,2004,4 puntos con 2 menciones
"Master, a Building in Copacabana",2002,4 puntos con 2 menciones
Minority Report,2002,4 puntos con 2 menciones
Mission: Impossible II,2000,4 puntos con 2 menciones
Montparnasse,2009,4 puntos con 2 menciones
Mr. Nobody,2009,4 puntos con 2 menciones
Ocean's Twelve,2004,4 puntos con 2 menciones
Something to Remind Me,2001,4 puntos con 2 menciones
The Child,2005,4 puntos con 2 menciones
The Host,2006,4 puntos con 2 menciones
The Lord of the Rings: The Two Towers,2002,4 puntos con 2 menciones
The Sky Turns,2004,4 puntos con 2 menciones
Waitress,2007,4 puntos con 2 menciones
A Long Weekend in Pest and Buda,2003,4 puntos con 1 menciones
A Paper Tiger,2008,4 puntos con 1 menciones
A Touch,2008,4 puntos con 1 menciones
Across the Universe,2007,4 puntos con 1 menciones
Address Unknown,2001,4 puntos con 1 menciones
All Around Us,2008,4 puntos con 1 menciones
Bamboozled,2000,4 puntos con 1 menciones
Beneath Her Window,2003,4 puntos con 1 menciones
Blood Tea and Red String,2006,4 puntos con 1 menciones
Brouillard #1,2009,4 puntos con 1 menciones
Christmas,2009,4 puntos con 1 menciones
Cigarette Burns,2005,4 puntos con 1 menciones
Corpse Bride,2005,4 puntos con 1 menciones
Destiny,2006,4 puntos con 1 menciones
Downfall,2004,4 puntos con 1 menciones
Dream Work,2001,4 puntos con 1 menciones
Film Is. a Girl & a Gun,2009,4 puntos con 1 menciones
From the Other Side,2002,4 puntos con 1 menciones
Funny Ha Ha,2002,4 puntos con 1 menciones
"Gambling, Gods and LSD",2002,4 puntos con 1 menciones
Happy Here and Now,2002,4 puntos con 1 menciones
Harry Potter and the Philosopher's Stone,2001,4 puntos con 1 menciones
Harry Potter and the Prisoner of Azkaban,2004,4 puntos con 1 menciones
Honey and Clover,2006,4 puntos con 1 menciones
In My Skin,2002,4 puntos con 1 menciones
In the Bathtub of the World,2001,4 puntos con 1 menciones
Jazz,2001,4 puntos con 1 menciones
Juliet in Love,2000,4 puntos con 1 menciones
Kabhi Khushi Kabhie Gham,2001,4 puntos con 1 menciones
Kinatay,2009,4 puntos con 1 menciones
Kissing Jessica Stein,2001,4 puntos con 1 menciones
Leila Attacks,2007,4 puntos con 1 menciones
Litoral,2008,4 puntos con 1 menciones
Love & Basketball,2000,4 puntos con 1 menciones
Love Actually,2003,4 puntos con 1 menciones
Martyrs,2008,4 puntos con 1 menciones
Missing Young Woman,2001,4 puntos con 1 menciones
Mobile Men,2008,4 puntos con 1 menciones
Mutual Appreciation,2005,4 puntos con 1 menciones
Oxhide,2005,4 puntos con 1 menciones
PTU,2003,4 puntos con 1 menciones
Paraiso,2009,4 puntos con 1 menciones
Phantom Limb,2005,4 puntos con 1 menciones
Pineapple Express,2008,4 puntos con 1 menciones
Places That Do Not Exist (Goggle Earth 1.0),2009,4 puntos con 1 menciones
Planet Terror,2007,4 puntos con 1 menciones
Podwórka,2009,4 puntos con 1 menciones
Porn Theatre,2002,4 puntos con 1 menciones
Princess D,2002,4 puntos con 1 menciones
Sarabande,2008,4 puntos con 1 menciones
Saïa,2000,4 puntos con 1 menciones
Snatch,2000,4 puntos con 1 menciones
Song and Solitude,2006,4 puntos con 1 menciones
Stones,2002,4 puntos con 1 menciones
Tales from the Golden Age,2009,4 puntos con 1 menciones
The Bow,2005,4 puntos con 1 menciones
The Corner,2000,4 puntos con 1 menciones
The Creators of the Shopping Worlds,2001,4 puntos con 1 menciones
The Green Fire,2008,4 puntos con 1 menciones
